,date,state,beds_icu,beds_icu_rep,beds_icu_total,beds_icu_covid,vent,vent_port,icu_covid,icu_pui,icu_noncovid,vent_covid,vent_pui,vent_noncovid,vent_used,vent_port_used
0,2020-03-24,Johor,10,22,32,10,11,2,0,0,1,0,0,0,8,0
1,2020-03-24,Kedah,35,0,35,16,34,0,2,1,12,1,1,0,19,0
2,2020-03-24,Kelantan,39,0,39,20,42,4,1,0,20,1,0,0,26,0
3,2020-03-24,Melaka,26,0,26,12,23,4,0,2,12,0,1,0,13,5
4,2020-03-24,Negeri Sembilan,18,0,18,10,14,9,0,0,8,0,0,0,1,6
5,2020-03-24,Pahang,21,0,21,7,37,4,2,0,14,1,0,0,32,1
6,2020-03-24,Perak,39,0,39,17,50,14,24,2,6,4,2,0,37,9
7,2020-03-24,Perlis,13,0,13,4,17,8,0,0,8,0,0,0,16,4
8,2020-03-24,Pulau Pinang,26,0,26,6,28,7,0,0,8,0,0,0,20,4
9,2020-03-24,Sabah,66,4,70,60,66,16,1,0,35,1,0,0,41,7
10,2020-03-24,Sarawak,51,12,63,26,64,20,7,1,29,7,1,0,47,7
11,2020-03-24,Selangor,42,62,104,42,56,7,23,0,2,12,0,0,56,0
12,2020-03-24,Terengganu,23,0,23,12,33,3,0,0,14,0,0,0,23,3
13,2020-03-24,W.P. Kuala Lumpur,33,0,33,30,43,16,9,0,1,9,0,0,10,0
14,2020-03-24,W.P. Labuan,5,2,7,0,5,2,0,0,2,0,0,0,0,1
15,2020-03-25,Johor,10,22,32,10,11,2,2,0,1,1,0,0,1,0
16,2020-03-25,Kedah,35,0,35,16,34,0,3,0,14,2,0,0,21,0
17,2020-03-25,Kelantan,44,0,44,20,47,4,3,2,32,2,0,0,36,0
18,2020-03-25,Melaka,26,0,26,12,23,4,0,1,8,0,1,0,15,0
19,2020-03-25,Negeri Sembilan,18,0,18,10,14,9,1,0,7,0,0,0,5,7
20,2020-03-25,Pahang,21,0,21,7,37,4,2,0,13,2,0,0,33,1
21,2020-03-25,Perak,47,0,47,17,60,14,8,0,16,7,0,0,33,7
22,2020-03-25,Perlis,13,0,13,4,17,8,0,0,9,0,0,0,16,4
23,2020-03-25,Pulau Pinang,26,0,26,6,28,7,1,0,8,1,0,0,18,0
24,2020-03-25,Sabah,66,4,70,60,66,16,1,0,24,1,0,0,27,5
25,2020-03-25,Sarawak,51,12,63,26,64,20,10,0,29,9,0,0,46,3
26,2020-03-25,Selangor,42,62,104,42,56,7,19,0,4,15,0,0,56,7
27,2020-03-25,Terengganu,23,0,23,12,33,3,0,0,13,0,0,0,21,3
28,2020-03-25,W.P. Kuala Lumpur,33,0,33,30,43,16,10,0,0,10,0,0,10,0
29,2020-03-25,W.P. Labuan,5,2,7,0,5,2,0,0,2,0,0,0,0,0
30,2020-03-26,Johor,10,22,32,10,11,2,3,2,0,1,0,0,1,0
31,2020-03-26,Kedah,35,0,35,16,34,0,3,1,14,2,1,0,22,0
32,2020-03-26,Kelantan,44,0,44,20,47,4,4,2,23,1,2,0,33,0
33,2020-03-26,Melaka,26,0,26,12,23,4,0,2,14,0,1,0,5,1
34,2020-03-26,Negeri Sembilan,18,0,18,10,14,9,3,0,5,2,0,0,2,0
35,2020-03-26,Pahang,21,0,21,7,37,4,2,0,11,2,0,0,32,0
36,2020-03-26,Perak,47,0,47,17,60,14,9,2,14,8,2,0,42,0
37,2020-03-26,Perlis,13,0,13,4,17,8,0,1,7,0,1,0,15,0
38,2020-03-26,Pulau Pinang,26,0,26,6,28,7,1,0,9,1,0,0,19,2
39,2020-03-26,Sabah,66,4,70,60,66,16,3,1,22,2,1,0,31,0
40,2020-03-26,Sarawak,51,12,63,26,64,20,10,1,24,9,1,0,34,4
41,2020-03-26,Selangor,42,62,104,42,56,7,24,2,1,12,0,0,56,7
42,2020-03-26,Terengganu,23,0,23,12,33,3,0,0,16,0,0,0,21,0
43,2020-03-26,W.P. Kuala Lumpur,33,0,33,30,43,16,9,0,16,9,0,0,35,0
44,2020-03-26,W.P. Labuan,5,2,7,0,5,2,0,0,4,0,0,0,3,0
45,2020-03-27,Johor,10,22,32,10,11,2,5,0,0,2,0,0,2,0
46,2020-03-27,Kedah,35,0,35,16,34,0,2,1,11,2,1,0,21,0
47,2020-03-27,Kelantan,44,0,44,20,47,4,5,3,28,1,3,0,36,0
48,2020-03-27,Melaka,26,0,26,12,23,4,0,2,14,0,1,0,22,0
49,2020-03-27,Negeri Sembilan,18,0,18,10,14,9,4,0,2,4,0,0,6,0
50,2020-03-27,Pahang,21,0,21,7,37,4,2,0,12,2,0,0,32,0
51,2020-03-27,Perak,47,0,47,17,60,14,9,2,16,7,2,0,48,0
52,2020-03-27,Perlis,13,0,13,4,17,8,0,1,5,0,1,0,13,0
53,2020-03-27,Pulau Pinang,26,0,26,6,28,7,1,0,8,1,0,0,20,0
54,2020-03-27,Sabah,66,4,70,60,66,16,3,1,17,2,1,0,25,0
55,2020-03-27,Sarawak,51,12,63,26,64,20,10,2,35,9,2,0,55,0
56,2020-03-27,Selangor,42,62,104,42,56,7,25,2,2,14,0,0,56,0
57,2020-03-27,Terengganu,23,0,23,12,33,3,0,0,13,0,0,0,23,0
58,2020-03-27,W.P. Kuala Lumpur,33,0,33,30,43,16,9,0,16,8,0,0,35,0
59,2020-03-27,W.P. Labuan,5,2,7,0,5,2,0,0,0,0,0,0,0,0
60,2020-03-28,Johor,37,30,67,10,47,12,9,0,9,7,0,0,37,0
61,2020-03-28,Kedah,35,0,35,16,34,0,4,2,10,3,2,0,22,0
62,2020-03-28,Kelantan,44,0,44,25,47,4,5,4,27,1,2,0,39,0
63,2020-03-28,Melaka,26,0,26,12,23,4,0,2,15,0,1,0,18,0
64,2020-03-28,Negeri Sembilan,18,0,18,10,22,9,5,0,4,4,0,0,0,0
65,2020-03-28,Pahang,47,0,47,33,63,4,2,1,23,2,1,0,55,0
66,2020-03-28,Perak,68,0,68,46,86,14,10,3,41,9,3,0,70,0
67,2020-03-28,Perlis,13,0,13,4,17,8,0,1,5,0,1,0,13,0
68,2020-03-28,Pulau Pinang,26,0,26,6,28,7,1,0,8,1,0,0,18,0
69,2020-03-28,Sabah,66,4,70,56,66,16,4,0,23,3,0,0,32,0
70,2020-03-28,Sarawak,51,12,63,14,64,20,12,0,28,10,0,0,49,0
71,2020-03-28,Selangor,42,62,104,42,56,7,31,2,0,18,1,0,33,0
72,2020-03-28,Terengganu,23,0,23,12,33,3,0,0,14,0,0,0,21,0
73,2020-03-28,W.P. Kuala Lumpur,33,0,33,30,43,16,11,0,13,7,0,0,34,0
74,2020-03-28,W.P. Labuan,5,2,7,0,5,2,0,0,0,0,0,0,0,0
75,2020-03-29,Johor,37,30,67,10,47,12,8,0,8,6,0,0,37,0
76,2020-03-29,Kedah,35,0,35,16,34,0,5,0,9,3,0,0,18,0
77,2020-03-29,Kelantan,44,0,44,25,47,4,6,6,24,1,3,0,34,0
78,2020-03-29,Melaka,26,0,26,12,23,4,0,0,14,0,0,0,3,0
79,2020-03-29,Negeri Sembilan,18,0,18,10,22,9,5,0,2,3,0,0,5,0
80,2020-03-29,Pahang,47,0,47,33,63,4,6,0,18,2,0,0,54,0
81,2020-03-29,Perak,68,0,68,46,86,14,11,3,35,7,3,0,66,0
82,2020-03-29,Perlis,13,0,13,4,17,8,0,1,8,0,1,0,16,0
83,2020-03-29,Pulau Pinang,26,0,26,6,28,7,1,0,9,1,0,0,20,0
84,2020-03-29,Sabah,66,4,70,56,66,16,3,0,20,2,0,0,29,0
85,2020-03-29,Sarawak,51,12,63,14,64,20,13,0,30,10,0,0,50,0
86,2020-03-29,Selangor,42,62,104,42,56,7,30,2,0,19,1,0,32,0
87,2020-03-29,Terengganu,23,0,23,12,33,3,0,0,12,0,0,0,21,0
88,2020-03-29,W.P. Kuala Lumpur,33,0,33,30,43,16,9,0,16,6,0,0,34,0
89,2020-03-29,W.P. Labuan,5,2,7,0,5,2,0,0,4,0,0,0,2,0
90,2020-03-30,Johor,37,30,67,10,47,12,6,0,6,1,0,0,36,0
91,2020-03-30,Kedah,35,0,35,16,34,0,5,1,10,3,1,0,20,0
92,2020-03-30,Kelantan,44,0,44,25,47,4,5,3,26,1,2,0,37,0
93,2020-03-30,Melaka,26,0,26,12,23,4,0,2,18,0,1,0,21,0
94,2020-03-30,Negeri Sembilan,18,0,18,10,22,9,5,0,1,2,0,0,6,0
95,2020-03-30,Pahang,47,0,47,33,63,4,2,0,23,2,0,0,52,0
96,2020-03-30,Perak,68,0,68,46,86,14,8,1,35,6,1,0,48,0
97,2020-03-30,Perlis,13,0,13,4,17,8,1,1,8,1,1,0,17,0
98,2020-03-30,Pulau Pinang,26,0,26,6,28,7,1,0,7,0,0,0,23,0
99,2020-03-30,Sabah,66,4,70,56,66,16,3,1,23,3,0,0,32,0
100,2020-03-30,Sarawak,51,12,63,14,64,20,14,2,25,9,1,0,46,0
101,2020-03-30,Selangor,42,62,104,42,56,7,30,0,0,18,0,0,30,0
102,2020-03-30,Terengganu,23,0,23,12,33,3,0,1,13,0,1,0,23,0
103,2020-03-30,W.P. Kuala Lumpur,33,0,33,33,43,16,10,0,12,8,0,0,33,0
104,2020-03-30,W.P. Labuan,5,2,7,0,5,2,0,0,5,0,0,0,2,0
105,2020-03-31,Johor,37,30,67,0,47,12,8,0,4,1,0,0,29,0
106,2020-03-31,Kedah,35,0,35,16,34,0,6,0,10,3,0,0,21,0
107,2020-03-31,Kelantan,44,0,44,25,47,4,4,3,30,1,0,0,33,0
108,2020-03-31,Melaka,26,0,26,12,23,4,1,2,17,0,1,0,21,0
109,2020-03-31,Negeri Sembilan,18,0,18,10,22,9,5,0,2,2,0,0,4,0
110,2020-03-31,Pahang,47,0,47,33,63,4,4,0,22,3,0,0,57,0
111,2020-03-31,Perak,68,0,68,46,86,14,8,2,38,6,2,0,70,0
112,2020-03-31,Perlis,13,0,13,4,17,8,1,0,9,1,0,0,17,0
113,2020-03-31,Pulau Pinang,26,0,26,6,28,7,1,0,9,0,0,0,25,0
114,2020-03-31,Sabah,66,10,76,50,66,16,3,0,25,3,0,0,33,0
115,2020-03-31,Sarawak,51,12,63,14,64,20,12,2,28,9,2,0,51,0
116,2020-03-31,Selangor,42,62,104,42,56,7,29,1,0,17,1,0,30,0
117,2020-03-31,Terengganu,23,0,23,12,33,3,0,1,14,0,1,0,23,0
118,2020-03-31,W.P. Kuala Lumpur,33,0,33,33,43,16,11,0,14,10,0,0,35,0
119,2020-03-31,W.P. Labuan,5,2,7,0,5,2,0,0,3,0,0,0,2,0
120,2020-04-01,Johor,37,30,67,0,47,12,8,0,10,1,0,0,36,0
121,2020-04-01,Kedah,35,0,35,16,34,0,7,0,10,4,0,0,22,0
122,2020-04-01,Kelantan,44,0,44,25,47,4,5,1,25,1,1,0,31,0
123,2020-04-01,Melaka,26,0,26,12,23,4,1,2,19,1,0,0,23,0
124,2020-04-01,Negeri Sembilan,18,0,18,10,22,9,5,0,2,3,0,0,7,0
125,2020-04-01,Pahang,47,0,47,33,63,4,4,1,25,3,1,0,54,0
126,2020-04-01,Perak,68,0,68,46,86,14,7,1,41,3,1,0,66,0
127,2020-04-01,Perlis,13,0,13,4,17,8,1,0,9,1,0,0,17,0
128,2020-04-01,Pulau Pinang,26,0,26,6,28,7,1,0,8,0,0,0,25,0
129,2020-04-01,Sabah,66,10,76,50,66,16,3,0,25,3,0,0,35,0
130,2020-04-01,Sarawak,51,12,63,14,64,20,13,1,30,10,1,0,49,0
131,2020-04-01,Selangor,42,62,104,42,56,7,31,1,0,18,1,0,32,0
132,2020-04-01,Terengganu,23,0,23,12,33,3,0,1,12,0,1,0,23,0
133,2020-04-01,W.P. Kuala Lumpur,33,0,33,30,43,16,10,0,13,9,0,0,35,0
134,2020-04-01,W.P. Labuan,5,2,7,0,5,2,0,0,4,0,0,0,3,0
135,2020-04-02,Johor,37,30,67,0,47,12,9,0,10,1,0,0,31,0
136,2020-04-02,Kedah,35,0,35,16,34,0,5,0,8,4,0,0,18,0
137,2020-04-02,Kelantan,44,0,44,25,47,4,4,1,29,1,0,0,35,0
138,2020-04-02,Melaka,26,0,26,12,23,4,1,2,13,1,0,0,18,0
139,2020-04-02,Negeri Sembilan,18,0,18,10,22,9,5,0,2,3,0,0,7,0
140,2020-04-02,Pahang,47,0,47,33,63,4,3,0,25,3,0,0,55,0
141,2020-04-02,Perak,68,0,68,46,86,14,6,2,38,4,2,0,56,0
142,2020-04-02,Perlis,13,0,13,4,17,8,1,0,10,1,0,0,17,0
143,2020-04-02,Pulau Pinang,26,0,26,6,28,7,0,0,9,0,0,0,21,0
144,2020-04-02,Sabah,66,10,76,50,66,16,3,0,25,3,0,0,33,0
145,2020-04-02,Sarawak,51,12,63,14,64,20,15,1,26,9,1,0,44,0
146,2020-04-02,Selangor,42,62,104,42,56,7,29,1,0,16,1,0,30,0
147,2020-04-02,Terengganu,23,0,23,12,33,3,0,0,12,0,0,0,23,0
148,2020-04-02,W.P. Kuala Lumpur,33,0,33,30,43,16,12,0,16,9,0,0,35,0
149,2020-04-02,W.P. Labuan,5,2,7,0,5,2,0,0,3,0,0,0,1,0
150,2020-04-03,Johor,37,30,67,0,47,12,9,0,8,1,0,0,34,0
151,2020-04-03,Kedah,35,0,35,16,34,0,5,0,8,4,0,0,18,0
152,2020-04-03,Kelantan,44,0,44,25,47,4,3,2,25,0,1,0,33,0
153,2020-04-03,Melaka,26,0,26,12,23,4,1,2,13,1,0,0,21,0
154,2020-04-03,Negeri Sembilan,18,0,18,10,22,9,3,0,3,3,0,0,9,0
155,2020-04-03,Pahang,47,0,47,33,63,4,4,0,22,3,0,0,55,0
156,2020-04-03,Perak,68,0,68,46,86,14,4,3,40,4,3,0,57,0
157,2020-04-03,Perlis,13,0,13,4,17,8,1,0,9,1,0,0,17,0
158,2020-04-03,Pulau Pinang,26,0,26,6,28,7,0,0,8,0,0,0,24,0
159,2020-04-03,Sabah,66,10,76,50,66,16,3,1,26,3,0,0,34,0
160,2020-04-03,Sarawak,51,12,63,14,64,20,13,4,24,7,4,0,50,0
161,2020-04-03,Selangor,42,62,104,42,56,7,29,2,0,15,1,0,31,0
162,2020-04-03,Terengganu,23,0,23,12,33,3,0,0,14,0,0,0,23,0
163,2020-04-03,W.P. Kuala Lumpur,33,0,33,30,43,16,12,0,16,7,0,0,35,0
164,2020-04-03,W.P. Labuan,5,2,7,0,5,2,0,0,5,0,0,0,2,0
165,2020-04-04,Johor,37,30,67,0,47,12,9,0,10,0,0,0,31,0
166,2020-04-04,Kedah,35,0,35,16,34,0,5,0,10,4,0,0,19,0
167,2020-04-04,Kelantan,44,0,44,25,47,4,5,2,27,1,1,0,29,0
168,2020-04-04,Melaka,26,0,26,12,23,4,1,1,14,1,0,0,21,0
169,2020-04-04,Negeri Sembilan,18,0,18,10,22,9,4,0,3,3,0,0,5,0
170,2020-04-04,Pahang,47,0,47,33,63,4,3,0,24,2,0,0,51,0
171,2020-04-04,Perak,68,0,68,46,86,14,4,2,43,4,2,0,62,0
172,2020-04-04,Perlis,13,0,13,4,17,8,1,0,10,1,0,0,17,0
173,2020-04-04,Pulau Pinang,26,0,26,6,28,7,0,0,9,0,0,0,25,0
174,2020-04-04,Sabah,66,10,76,50,66,16,2,0,26,2,0,0,33,0
175,2020-04-04,Sarawak,51,12,63,14,64,20,11,1,22,7,1,0,44,0
176,2020-04-04,Selangor,42,62,104,42,56,7,33,0,0,19,0,0,33,0
177,2020-04-04,Terengganu,23,0,23,12,33,3,0,0,15,0,0,0,24,0
178,2020-04-04,W.P. Kuala Lumpur,33,0,33,30,43,16,9,1,19,6,1,0,35,0
179,2020-04-04,W.P. Labuan,5,2,7,0,5,2,0,0,5,0,0,0,2,0
180,2020-04-05,Johor,37,30,67,0,68,12,9,0,18,0,0,0,54,0
181,2020-04-05,Kedah,35,0,35,16,38,0,5,0,10,4,0,0,30,0
182,2020-04-05,Kelantan,44,0,44,25,51,4,4,6,19,1,5,0,33,0
183,2020-04-05,Melaka,26,0,26,12,34,4,2,1,11,1,0,0,27,0
184,2020-04-05,Negeri Sembilan,18,0,18,10,23,9,3,0,2,3,0,0,12,0
185,2020-04-05,Pahang,47,0,47,33,63,4,3,0,23,2,0,0,52,0
186,2020-04-05,Perak,68,0,68,46,91,14,5,4,46,3,4,0,68,0
187,2020-04-05,Perlis,13,0,13,4,17,8,1,0,9,1,0,0,16,0
188,2020-04-05,Pulau Pinang,26,0,26,6,28,7,0,0,10,0,0,0,16,0
189,2020-04-05,Sabah,66,10,76,50,76,16,2,0,27,2,0,0,44,0
190,2020-04-05,Sarawak,51,12,63,14,67,20,10,0,32,5,0,0,48,0
191,2020-04-05,Selangor,42,62,104,42,129,7,32,0,0,17,0,0,32,0
192,2020-04-05,Terengganu,23,0,23,12,33,3,0,0,14,0,0,0,19,0
193,2020-04-05,W.P. Kuala Lumpur,33,0,33,30,52,16,8,1,19,5,1,0,43,0
194,2020-04-05,W.P. Labuan,5,2,7,0,5,2,0,0,4,0,0,0,2,0
195,2020-04-06,Johor,37,30,67,0,68,12,9,0,18,0,0,0,52,0
196,2020-04-06,Kedah,35,0,35,16,46,0,5,0,10,3,0,0,30,0
197,2020-04-06,Kelantan,44,0,44,25,51,4,1,3,20,1,1,0,35,0
198,2020-04-06,Melaka,52,0,52,12,37,4,3,0,24,3,0,0,29,0
199,2020-04-06,Negeri Sembilan,18,0,18,10,23,9,4,0,4,3,0,0,10,0
200,2020-04-06,Pahang,47,0,47,33,64,4,3,0,27,2,0,0,52,0
201,2020-04-06,Perak,68,0,68,46,91,14,5,5,45,3,5,0,74,0
202,2020-04-06,Perlis,13,0,13,4,17,8,1,0,10,1,0,0,17,0
203,2020-04-06,Pulau Pinang,26,0,26,6,28,7,0,0,9,0,0,0,18,0
204,2020-04-06,Sabah,66,10,76,50,76,16,2,0,29,2,0,0,48,0
205,2020-04-06,Sarawak,51,12,63,14,67,20,10,0,28,5,0,0,50,0
206,2020-04-06,Selangor,42,62,104,42,129,7,32,1,0,17,0,0,33,0
207,2020-04-06,Terengganu,23,0,23,12,33,3,0,0,13,0,0,0,21,0
208,2020-04-06,W.P. Kuala Lumpur,33,0,33,30,52,16,9,0,19,7,0,0,43,0
209,2020-04-06,W.P. Labuan,5,2,7,0,5,2,0,0,3,0,0,0,2,0
210,2020-04-07,Johor,37,30,67,0,69,12,7,2,11,0,0,0,49,0
211,2020-04-07,Kedah,35,0,35,16,46,0,4,0,12,3,0,0,31,0
212,2020-04-07,Kelantan,44,0,44,25,51,4,1,1,27,1,1,0,38,0
213,2020-04-07,Melaka,52,0,52,12,41,4,3,0,22,3,0,0,19,0
214,2020-04-07,Negeri Sembilan,18,0,18,10,23,9,4,0,5,3,0,0,8,0
215,2020-04-07,Pahang,47,0,47,33,64,4,2,1,22,2,1,0,53,0
216,2020-04-07,Perak,68,0,68,46,91,14,4,3,46,3,3,0,64,0
217,2020-04-07,Perlis,13,0,13,4,17,8,1,0,9,1,0,0,16,0
218,2020-04-07,Pulau Pinang,26,0,26,6,38,7,0,0,9,0,0,0,24,0
219,2020-04-07,Sabah,66,10,76,50,76,16,2,0,28,1,0,0,42,0
220,2020-04-07,Sarawak,51,12,63,14,67,20,9,0,25,5,0,0,48,0
221,2020-04-07,Selangor,42,62,104,42,130,7,32,0,0,16,0,0,32,0
222,2020-04-07,Terengganu,23,0,23,12,33,3,0,0,13,0,0,0,21,0
223,2020-04-07,W.P. Kuala Lumpur,33,0,33,30,52,16,10,0,17,8,0,0,42,0
224,2020-04-07,W.P. Labuan,5,2,7,0,5,2,0,0,3,0,0,0,2,0
225,2020-04-08,Johor,37,30,67,0,69,12,8,2,11,0,0,0,57,0
226,2020-04-08,Kedah,35,0,35,16,46,0,4,0,13,2,0,0,32,0
227,2020-04-08,Kelantan,44,0,44,25,51,4,2,1,30,1,1,0,39,0
228,2020-04-08,Melaka,52,0,52,12,41,4,3,0,21,3,0,0,26,0
229,2020-04-08,Negeri Sembilan,18,0,18,10,23,9,4,0,4,2,0,0,10,0
230,2020-04-08,Pahang,47,0,47,33,64,4,3,0,20,3,0,0,51,0
231,2020-04-08,Perak,68,0,68,46,91,14,3,3,43,3,3,0,61,0
232,2020-04-08,Perlis,13,0,13,4,17,8,1,0,9,0,0,0,15,0
233,2020-04-08,Pulau Pinang,26,0,26,6,38,7,0,0,12,0,0,0,28,0
234,2020-04-08,Sabah,66,10,76,50,76,16,2,0,25,1,0,0,38,0
235,2020-04-08,Sarawak,51,12,63,14,67,20,9,2,29,4,2,0,49,0
236,2020-04-08,Selangor,42,62,104,42,130,7,28,0,0,14,0,0,28,0
237,2020-04-08,Terengganu,23,0,23,12,33,3,1,0,11,0,0,0,21,0
238,2020-04-08,W.P. Kuala Lumpur,33,0,33,30,52,16,9,0,13,6,0,0,37,0
239,2020-04-08,W.P. Labuan,5,2,7,0,5,2,0,0,2,0,0,0,1,0
240,2020-04-09,Johor,37,30,67,0,75,12,8,2,12,0,0,0,49,0
241,2020-04-09,Kedah,35,0,35,16,46,0,4,0,13,2,0,0,33,0
242,2020-04-09,Kelantan,44,0,44,25,51,4,2,0,32,1,0,0,38,0
243,2020-04-09,Melaka,52,0,52,12,41,4,2,0,22,2,0,0,26,0
244,2020-04-09,Negeri Sembilan,18,0,18,10,23,9,4,0,5,2,0,0,9,0
245,2020-04-09,Pahang,47,0,47,33,66,4,3,0,20,3,0,0,53,0
246,2020-04-09,Perak,68,2,70,46,107,14,3,2,47,3,2,0,82,0
247,2020-04-09,Perlis,13,0,13,4,17,8,2,0,7,0,0,0,14,0
248,2020-04-09,Pulau Pinang,26,0,26,6,39,7,0,0,12,0,0,0,28,0
249,2020-04-09,Sabah,66,10,76,50,100,16,2,0,26,1,0,0,41,0
250,2020-04-09,Sarawak,51,12,63,14,96,20,12,3,29,5,3,0,53,0
251,2020-04-09,Selangor,42,62,104,42,130,7,28,0,0,14,0,0,28,0
252,2020-04-09,Terengganu,23,0,23,12,33,3,1,0,9,0,0,0,19,0
253,2020-04-09,W.P. Kuala Lumpur,33,0,33,30,52,16,8,0,14,5,0,0,37,0
254,2020-04-09,W.P. Labuan,5,2,7,0,7,2,0,0,5,0,0,0,4,0
255,2020-04-10,Johor,37,30,67,0,76,12,8,2,13,0,0,0,59,0
256,2020-04-10,Kedah,35,0,35,16,46,0,4,0,11,2,0,0,31,0
257,2020-04-10,Kelantan,44,0,44,25,51,4,2,0,29,1,0,0,34,0
258,2020-04-10,Melaka,52,0,52,12,41,4,3,2,25,2,0,0,25,0
259,2020-04-10,Negeri Sembilan,18,0,18,10,23,9,2,0,4,2,0,0,4,0
260,2020-04-10,Pahang,47,0,47,33,66,4,4,0,20,3,0,0,55,0
261,2020-04-10,Perak,70,0,70,46,107,14,3,2,38,3,2,0,74,0
262,2020-04-10,Perlis,13,0,13,4,17,8,2,0,8,0,0,0,14,0
263,2020-04-10,Pulau Pinang,26,0,26,6,42,7,0,0,9,0,0,0,29,0
264,2020-04-10,Sabah,66,10,76,50,102,16,7,0,20,0,0,0,65,0
265,2020-04-10,Sarawak,51,12,63,14,96,20,10,1,31,5,1,0,83,0
266,2020-04-10,Selangor,42,62,104,42,130,7,29,0,0,13,0,0,29,0
267,2020-04-10,Terengganu,23,0,23,12,33,3,0,0,15,0,0,0,23,0
268,2020-04-10,W.P. Kuala Lumpur,33,0,33,30,52,16,6,0,19,4,0,0,40,0
269,2020-04-10,W.P. Labuan,5,2,7,0,7,2,0,0,5,0,0,0,6,0
270,2020-04-11,Johor,37,30,67,0,76,12,8,0,12,0,0,0,57,0
271,2020-04-11,Kedah,35,0,35,16,46,0,4,0,12,1,0,0,31,0
272,2020-04-11,Kelantan,44,0,44,25,51,4,1,0,33,1,0,0,32,0
273,2020-04-11,Melaka,52,0,52,12,41,4,4,1,30,2,0,0,24,0
274,2020-04-11,Negeri Sembilan,18,0,18,10,23,9,1,0,7,1,0,0,5,0
275,2020-04-11,Pahang,47,0,47,33,66,4,4,0,21,3,0,0,55,0
276,2020-04-11,Perak,70,0,70,46,107,14,2,3,40,2,3,0,78,0
277,2020-04-11,Perlis,13,0,13,4,17,8,1,0,7,0,0,0,13,0
278,2020-04-11,Pulau Pinang,26,0,26,6,42,7,0,0,9,0,0,0,33,0
279,2020-04-11,Sabah,66,10,76,50,102,16,1,0,22,0,0,0,65,0
280,2020-04-11,Sarawak,51,12,63,14,96,20,9,1,30,5,1,0,80,0
281,2020-04-11,Selangor,42,62,104,42,130,7,25,0,1,12,0,0,26,0
282,2020-04-11,Terengganu,23,0,23,12,33,3,0,0,13,0,0,0,22,0
283,2020-04-11,W.P. Kuala Lumpur,33,0,33,30,52,16,6,0,20,3,0,0,41,0
284,2020-04-11,W.P. Labuan,5,2,7,0,7,2,0,0,5,0,0,0,6,0
285,2020-04-12,Johor,37,30,67,0,76,12,8,0,12,4,0,0,55,0
286,2020-04-12,Kedah,35,0,35,16,46,0,3,0,11,1,0,0,29,0
287,2020-04-12,Kelantan,44,0,44,25,51,4,1,1,29,1,1,0,29,0
288,2020-04-12,Melaka,52,0,52,12,41,4,4,1,25,3,0,0,24,0
289,2020-04-12,Negeri Sembilan,18,0,18,10,23,9,1,0,6,0,0,0,8,0
290,2020-04-12,Pahang,47,0,47,33,66,4,4,0,23,3,0,0,58,0
291,2020-04-12,Perak,70,0,70,46,107,14,2,0,42,1,0,0,78,0
292,2020-04-12,Perlis,13,0,13,4,17,8,1,0,6,0,0,0,12,0
293,2020-04-12,Pulau Pinang,26,0,26,6,42,7,0,1,9,0,0,0,30,0
294,2020-04-12,Sabah,66,10,76,50,102,16,1,0,19,0,0,0,62,0
295,2020-04-12,Sarawak,51,12,63,14,96,20,8,0,27,4,0,0,74,0
296,2020-04-12,Selangor,42,62,104,42,130,7,23,1,1,12,0,0,26,0
297,2020-04-12,Terengganu,23,0,23,12,33,3,0,0,16,0,0,0,26,0
298,2020-04-12,W.P. Kuala Lumpur,33,0,33,30,52,16,6,0,21,4,0,0,42,0
299,2020-04-12,W.P. Labuan,5,2,7,0,7,2,0,0,5,0,0,0,6,0
300,2020-04-13,Johor,37,30,67,0,76,12,8,0,10,0,0,0,55,0
301,2020-04-13,Kedah,35,0,35,16,46,0,2,0,13,1,0,0,31,0
302,2020-04-13,Kelantan,44,0,44,25,51,4,3,0,31,1,0,0,35,0
303,2020-04-13,Melaka,52,0,52,12,41,4,3,2,27,2,0,0,28,0
304,2020-04-13,Negeri Sembilan,18,0,18,10,23,9,1,0,6,0,0,0,4,0
305,2020-04-13,Pahang,47,0,47,33,66,4,4,0,22,3,0,0,60,0
306,2020-04-13,Perak,70,0,70,46,107,14,2,0,38,1,0,0,75,0
307,2020-04-13,Perlis,13,0,13,4,17,8,1,0,7,0,0,0,12,0
308,2020-04-13,Pulau Pinang,26,0,26,6,42,7,0,0,13,0,0,0,37,0
309,2020-04-13,Sabah,66,10,76,50,102,16,1,1,19,0,1,0,62,0
310,2020-04-13,Sarawak,51,12,63,14,96,20,7,0,27,4,0,0,75,0
311,2020-04-13,Selangor,42,62,104,42,130,7,23,0,0,10,0,0,23,0
312,2020-04-13,Terengganu,23,0,23,12,43,3,0,0,13,0,0,0,25,0
313,2020-04-13,W.P. Kuala Lumpur,33,0,33,30,52,16,6,0,19,4,0,0,40,0
314,2020-04-13,W.P. Labuan,5,2,7,0,7,2,0,0,5,0,0,0,6,0
315,2020-04-14,Johor,37,30,67,0,76,12,7,1,10,0,0,0,57,0
316,2020-04-14,Kedah,35,0,35,16,46,0,1,0,13,1,0,0,30,0
317,2020-04-14,Kelantan,44,0,44,25,51,4,1,0,34,0,0,0,34,0
318,2020-04-14,Melaka,52,0,52,12,41,4,1,1,29,1,0,0,28,0
