,date,state,beds_icu,beds_icu_rep,beds_icu_total,beds_icu_covid,vent,vent_port,icu_covid,icu_pui,icu_noncovid,vent_covid,vent_pui,vent_noncovid,vent_used,vent_port_used
7960,2021-08-28,Kedah,88,59,147,104,103,79,120,0,27,46,0,32,137,0
7961,2021-08-28,Kelantan,97,51,148,64,122,43,79,0,43,45,0,27,112,4
7962,2021-08-28,Melaka,31,109,140,96,67,11,92,0,37,22,0,23,40,0
7963,2021-08-28,Negeri Sembilan,34,76,110,88,68,63,35,3,12,28,3,19,31,24
7964,2021-08-28,Pahang,45,47,92,61,54,48,42,0,23,23,0,17,44,10
7965,2021-08-28,Perak,69,49,118,90,103,84,99,0,12,65,0,14,130,16
7966,2021-08-28,Perlis,13,6,19,11,19,10,9,0,2,4,0,6,18,0
7967,2021-08-28,Pulau Pinang,48,70,118,69,72,74,66,0,41,50,0,35,98,21
7968,2021-08-28,Sabah,78,85,163,145,96,84,168,0,42,61,0,13,110,10
7969,2021-08-28,Sarawak,53,145,198,120,137,96,76,2,69,21,0,53,64,34
7970,2021-08-28,Selangor,213,223,436,350,443,196,330,39,43,182,1,21,292,36
7971,2021-08-28,Terengganu,29,36,65,39,58,31,27,2,25,25,4,23,41,12
7972,2021-08-28,W.P. Kuala Lumpur,140,126,266,228,218,87,194,0,18,150,0,10,167,0
7973,2021-08-28,W.P. Labuan,5,18,23,18,11,12,0,0,2,0,0,1,1,0
7974,2021-08-28,W.P. Putrajaya,14,12,26,20,28,6,15,0,5,10,0,4,14,0
7975,2021-08-29,Johor,85,75,160,108,174,118,109,0,34,90,0,31,140,35
7976,2021-08-29,Kedah,88,59,147,104,103,79,124,0,40,62,0,39,139,12
7977,2021-08-29,Kelantan,97,51,148,64,122,43,72,0,53,34,0,25,110,4
7978,2021-08-29,Melaka,31,109,140,96,67,11,73,0,31,22,0,21,61,0
7979,2021-08-29,Negeri Sembilan,34,76,110,88,68,63,37,4,13,25,3,19,31,18
7980,2021-08-29,Pahang,45,47,92,61,54,48,42,0,23,22,0,13,36,11
7981,2021-08-29,Perak,69,49,118,90,103,84,101,0,18,67,0,13,122,12
7982,2021-08-29,Perlis,13,6,19,11,19,10,9,0,6,4,0,7,17,0
7983,2021-08-29,Pulau Pinang,48,70,118,69,72,74,69,0,39,56,0,37,79,43
7984,2021-08-29,Sabah,78,85,163,145,96,84,167,2,13,58,2,15,78,16
7985,2021-08-29,Sarawak,53,145,198,120,137,96,65,1,72,16,0,52,67,23
7986,2021-08-29,Selangor,213,223,436,350,443,196,324,42,45,164,41,21,257,32
7987,2021-08-29,Terengganu,29,36,65,39,58,31,30,3,19,24,3,14,35,10
7988,2021-08-29,W.P. Kuala Lumpur,140,126,266,228,218,87,182,1,18,145,1,10,179,0
7989,2021-08-29,W.P. Labuan,5,18,23,18,11,12,0,0,3,0,0,1,1,0
7990,2021-08-29,W.P. Putrajaya,14,12,26,20,28,6,15,2,8,10,2,6,16,0
7991,2021-08-30,Johor,85,75,160,108,174,118,103,0,35,83,0,30,132,47
7992,2021-08-30,Kedah,88,59,147,104,103,79,125,0,54,59,0,39,131,14
7993,2021-08-30,Kelantan,115,64,179,77,122,43,78,0,47,51,0,26,116,4
7994,2021-08-30,Melaka,32,114,146,92,78,10,84,0,39,22,0,37,58,0
7995,2021-08-30,Negeri Sembilan,34,76,110,88,68,63,32,3,23,20,2,20,46,10
7996,2021-08-30,Pahang,45,47,92,61,54,48,42,0,20,25,0,17,41,7
7997,2021-08-30,Perak,69,49,118,90,104,84,96,1,11,68,1,9,127,10
7998,2021-08-30,Perlis,13,6,19,11,19,10,10,0,4,6,0,3,19,0
7999,2021-08-30,Pulau Pinang,48,70,118,69,72,74,68,0,37,54,0,33,98,26
8000,2021-08-30,Sabah,78,85,163,145,96,84,168,1,17,65,2,12,98,7
8001,2021-08-30,Sarawak,53,145,198,120,137,96,61,0,67,20,0,57,74,20
8002,2021-08-30,Selangor,213,223,436,350,443,196,317,40,42,169,5,46,264,27
8003,2021-08-30,Terengganu,29,36,65,39,58,31,31,0,17,27,0,15,42,10
8004,2021-08-30,W.P. Kuala Lumpur,140,126,266,228,218,87,171,0,20,125,1,10,162,0
8005,2021-08-30,W.P. Labuan,5,18,23,18,11,12,0,0,3,0,0,1,1,0
8006,2021-08-30,W.P. Putrajaya,14,12,26,20,28,6,16,2,6,12,2,4,18,0
8007,2021-08-31,Johor,85,75,160,108,174,118,103,0,33,84,0,31,134,42
8008,2021-08-31,Kedah,88,59,147,104,103,79,117,0,64,51,0,49,144,0
8009,2021-08-31,Kelantan,115,64,179,77,122,43,73,0,50,35,0,19,123,0
8010,2021-08-31,Melaka,32,114,146,92,78,10,75,0,58,25,0,57,63,0
8011,2021-08-31,Negeri Sembilan,34,76,110,88,68,63,33,5,25,25,5,23,31,17
8012,2021-08-31,Pahang,45,47,92,61,54,48,40,3,29,25,0,20,46,13
8013,2021-08-31,Perak,69,49,118,90,104,84,108,0,14,68,0,13,119,14
8014,2021-08-31,Perlis,13,6,19,11,19,10,10,0,4,5,0,4,14,0
8015,2021-08-31,Pulau Pinang,48,70,118,69,72,74,66,0,39,53,0,35,73,42
8016,2021-08-31,Sabah,78,85,163,147,96,84,172,0,9,67,0,11,100,8
8017,2021-08-31,Sarawak,53,145,198,120,137,96,58,2,73,23,0,66,79,27
8018,2021-08-31,Selangor,209,218,427,341,433,194,349,39,36,167,1,31,258,31
8019,2021-08-31,Terengganu,29,36,65,39,58,31,29,0,16,22,0,13,35,5
8020,2021-08-31,W.P. Kuala Lumpur,132,126,258,220,210,86,171,1,17,116,1,10,159,0
8021,2021-08-31,W.P. Labuan,5,18,23,18,11,12,0,0,2,0,0,1,1,0
8022,2021-08-31,W.P. Putrajaya,14,12,26,20,28,6,15,2,8,12,2,7,19,0
8023,2021-09-01,Johor,85,75,160,108,174,118,103,0,37,80,0,34,161,36
8024,2021-09-01,Kedah,88,59,147,104,103,79,126,0,49,54,0,41,138,0
8025,2021-09-01,Kelantan,115,64,179,77,122,43,77,0,45,53,0,23,120,3
8026,2021-09-01,Melaka,28,106,134,86,64,8,72,0,37,22,0,35,58,0
8027,2021-09-01,Negeri Sembilan,34,76,110,88,68,63,37,1,20,23,1,16,29,25
8028,2021-09-01,Pahang,45,47,92,61,54,48,41,7,24,20,0,23,41,15
8029,2021-09-01,Perak,69,49,118,90,104,84,95,0,14,70,0,11,125,16
8030,2021-09-01,Perlis,13,6,19,11,19,10,10,0,5,8,2,5,16,6
8031,2021-09-01,Pulau Pinang,48,70,118,69,72,74,66,0,39,55,0,36,96,25
8032,2021-09-01,Sabah,78,85,163,145,96,84,182,0,13,68,4,10,105,7
8033,2021-09-01,Sarawak,53,145,198,120,137,96,68,1,67,25,0,56,78,34
8034,2021-09-01,Selangor,209,218,427,341,433,194,303,41,37,193,1,37,258,32
8035,2021-09-01,Terengganu,29,36,65,39,58,31,27,0,17,22,0,12,31,14
8036,2021-09-01,W.P. Kuala Lumpur,138,114,252,208,210,86,165,0,25,117,1,10,160,0
8037,2021-09-01,W.P. Labuan,5,18,23,18,11,12,0,0,4,0,0,1,1,0
8038,2021-09-01,W.P. Putrajaya,14,12,26,20,28,6,14,1,9,10,1,6,16,0
8039,2021-09-02,Johor,85,75,160,108,174,118,106,0,38,91,0,31,146,31
8040,2021-09-02,Kedah,88,59,147,104,103,79,133,0,42,56,0,38,143,0
8041,2021-09-02,Kelantan,115,64,179,77,122,43,76,0,49,36,0,16,116,3
8042,2021-09-02,Melaka,30,110,140,90,78,10,78,0,28,23,0,25,48,0
8043,2021-09-02,Negeri Sembilan,34,76,110,88,68,63,35,1,21,27,1,18,35,23
8044,2021-09-02,Pahang,45,47,92,61,54,48,43,6,24,21,0,23,44,8
8045,2021-09-02,Perak,69,49,118,90,104,84,95,0,14,71,0,12,129,20
8046,2021-09-02,Perlis,13,6,19,11,19,10,11,0,4,7,0,6,15,0
8047,2021-09-02,Pulau Pinang,48,71,119,69,72,74,70,0,38,54,0,34,97,29
8048,2021-09-02,Sabah,78,85,163,145,96,84,152,0,11,72,6,9,105,15
8049,2021-09-02,Sarawak,53,145,198,120,137,96,71,4,65,25,1,55,86,24
8050,2021-09-02,Selangor,209,205,414,328,433,194,294,39,50,152,0,36,232,28
8051,2021-09-02,Terengganu,29,31,60,39,58,31,27,0,16,22,0,10,31,10
8052,2021-09-02,W.P. Kuala Lumpur,138,114,252,208,210,86,151,0,30,100,0,0,146,0
8053,2021-09-02,W.P. Labuan,5,18,23,18,11,12,0,0,3,0,0,2,2,0
8054,2021-09-02,W.P. Putrajaya,14,12,26,20,28,6,13,3,11,11,3,7,18,0
8055,2021-09-03,Johor,85,75,160,108,174,118,101,0,39,85,0,34,136,32
8056,2021-09-03,Kedah,88,59,147,104,103,79,123,0,45,57,0,34,142,0
8057,2021-09-03,Kelantan,115,64,179,77,122,43,76,0,43,31,0,21,119,2
8058,2021-09-03,Melaka,30,110,140,90,78,10,86,0,36,24,0,21,62,0
8059,2021-09-03,Negeri Sembilan,34,76,110,88,68,63,35,2,21,25,1,18,34,14
8060,2021-09-03,Pahang,45,40,85,66,54,48,44,8,26,28,2,22,40,8
8061,2021-09-03,Perak,69,49,118,90,104,84,98,0,16,74,0,13,125,24
8062,2021-09-03,Perlis,13,6,19,11,19,10,11,0,5,8,0,3,20,0
8063,2021-09-03,Pulau Pinang,44,71,115,77,73,81,72,0,40,55,0,34,76,46
8064,2021-09-03,Sabah,60,118,178,143,96,84,156,0,31,69,0,6,79,21
8065,2021-09-03,Sarawak,53,145,198,120,137,96,73,5,69,24,1,48,85,19
8066,2021-09-03,Selangor,209,203,412,326,433,194,287,36,37,155,1,33,226,26
8067,2021-09-03,Terengganu,29,31,60,39,58,31,24,3,20,17,3,17,35,6
8068,2021-09-03,W.P. Kuala Lumpur,138,114,252,208,210,86,139,0,29,95,0,10,140,0
8069,2021-09-03,W.P. Labuan,5,18,23,18,11,12,0,0,3,0,0,2,2,0
8070,2021-09-03,W.P. Putrajaya,14,12,26,20,28,6,10,0,9,9,0,6,15,0
8071,2021-09-04,Johor,85,75,160,108,174,118,104,0,39,87,2,32,130,27
8072,2021-09-04,Kedah,88,59,147,104,103,79,128,0,45,64,0,41,129,21
8073,2021-09-04,Kelantan,115,64,179,77,122,43,79,0,42,31,0,19,115,2
8074,2021-09-04,Melaka,30,110,140,90,78,10,78,0,21,23,0,21,62,0
8075,2021-09-04,Negeri Sembilan,34,76,110,88,68,63,35,2,24,25,0,20,23,13
8076,2021-09-04,Pahang,45,40,85,66,54,48,52,1,31,27,0,21,47,5
8077,2021-09-04,Perak,69,49,118,90,104,84,96,0,15,71,0,12,129,23
8078,2021-09-04,Perlis,13,6,19,11,19,10,9,0,3,7,0,3,17,0
8079,2021-09-04,Pulau Pinang,44,71,115,77,73,81,72,0,40,52,0,38,78,44
8080,2021-09-04,Sabah,60,118,178,143,96,84,125,2,20,73,0,7,79,17
8081,2021-09-04,Sarawak,53,145,198,120,137,96,83,6,65,28,0,52,86,22
8082,2021-09-04,Selangor,209,203,412,326,433,194,288,35,41,158,0,106,238,35
8083,2021-09-04,Terengganu,29,31,60,39,58,31,24,3,25,16,0,20,29,9
8084,2021-09-04,W.P. Kuala Lumpur,138,104,242,198,210,86,140,0,23,96,0,15,139,0
8085,2021-09-04,W.P. Labuan,5,18,23,18,11,12,0,0,3,0,0,2,2,0
8086,2021-09-04,W.P. Putrajaya,14,12,26,20,28,6,8,0,12,6,0,9,16,0
8087,2021-09-05,Johor,85,73,158,110,181,118,106,0,35,85,0,34,135,31
8088,2021-09-05,Kedah,88,59,147,104,103,79,134,0,49,54,0,46,168,0
8089,2021-09-05,Kelantan,115,64,179,77,122,43,76,0,55,33,0,22,125,2
8090,2021-09-05,Melaka,30,110,140,90,78,10,74,0,24,22,0,20,61,0
8091,2021-09-05,Negeri Sembilan,34,76,110,88,68,63,32,1,26,24,0,20,44,1
8092,2021-09-05,Pahang,45,40,85,66,54,48,54,1,28,35,0,25,53,7
8093,2021-09-05,Perak,69,49,118,90,104,84,100,1,15,71,0,12,129,14
8094,2021-09-05,Perlis,13,6,19,11,19,10,10,0,2,8,0,7,17,0
8095,2021-09-05,Pulau Pinang,40,73,113,73,73,86,71,0,38,34,0,35,74,42
8096,2021-09-05,Sabah,60,118,178,143,96,84,129,2,11,74,1,6,76,17
8097,2021-09-05,Sarawak,53,145,198,120,137,96,79,7,59,27,0,44,78,18
8098,2021-09-05,Selangor,205,199,404,308,433,194,284,33,40,159,0,35,232,32
8099,2021-09-05,Terengganu,29,31,60,39,58,31,26,0,17,16,0,11,42,10
8100,2021-09-05,W.P. Kuala Lumpur,125,104,229,185,210,86,121,0,34,86,0,11,133,0
8101,2021-09-05,W.P. Labuan,5,18,23,18,11,12,0,0,2,0,0,2,2,0
8102,2021-09-05,W.P. Putrajaya,14,12,26,20,28,6,8,0,11,6,0,9,15,0
8103,2021-09-06,Johor,85,73,158,110,181,118,104,1,39,86,1,34,149,32
8104,2021-09-06,Kedah,88,59,147,104,103,79,134,0,50,51,0,48,158,0
8105,2021-09-06,Kelantan,113,72,185,85,133,40,80,0,50,36,0,15,114,0
8106,2021-09-06,Melaka,30,110,140,90,78,10,70,1,27,17,1,11,45,0
8107,2021-09-06,Negeri Sembilan,34,76,110,88,68,63,28,1,25,20,1,18,31,16
8108,2021-09-06,Pahang,45,40,85,66,54,48,51,1,28,31,0,22,52,6
8109,2021-09-06,Perak,69,49,118,90,104,84,97,0,14,73,0,9,124,15
8110,2021-09-06,Perlis,13,6,19,11,19,10,10,0,3,8,0,6,17,0
8111,2021-09-06,Pulau Pinang,40,73,113,73,73,86,72,0,40,53,0,36,71,56
8112,2021-09-06,Sabah,60,118,178,143,96,84,124,2,18,68,0,12,76,17
8113,2021-09-06,Sarawak,59,143,202,120,137,96,94,4,61,29,0,42,80,24
8114,2021-09-06,Selangor,183,199,382,308,433,194,273,35,36,157,1,39,232,27
8115,2021-09-06,Terengganu,29,31,60,39,58,31,27,0,17,19,0,14,42,8
8116,2021-09-06,W.P. Kuala Lumpur,125,104,229,185,210,86,122,19,15,89,0,22,145,0
8117,2021-09-06,W.P. Labuan,5,18,23,18,11,12,0,0,2,0,0,1,1,0
8118,2021-09-06,W.P. Putrajaya,14,12,26,20,28,6,5,0,10,4,0,8,12,0
8119,2021-09-07,Johor,85,73,158,110,181,118,100,0,66,81,1,35,139,36
8120,2021-09-07,Kedah,88,59,147,104,103,79,127,0,38,50,0,53,164,0
8121,2021-09-07,Kelantan,113,72,185,85,133,40,80,1,44,41,1,9,116,2
8122,2021-09-07,Melaka,30,110,140,90,78,10,70,0,58,19,0,54,48,0
8123,2021-09-07,Negeri Sembilan,34,76,110,88,68,63,28,1,28,18,0,21,52,0
8124,2021-09-07,Pahang,45,40,85,66,54,48,51,1,30,34,0,22,55,10
8125,2021-09-07,Perak,66,68,134,114,104,84,107,0,10,71,0,9,124,18
8126,2021-09-07,Perlis,13,6,19,11,19,10,10,0,3,7,0,7,19,0
8127,2021-09-07,Pulau Pinang,40,73,113,73,73,86,68,0,42,54,0,39,76,50
8128,2021-09-07,Sabah,60,118,178,143,96,84,126,0,19,69,0,8,76,29
8129,2021-09-07,Sarawak,59,143,202,120,137,96,90,4,60,24,0,42,70,22
8130,2021-09-07,Selangor,183,199,382,308,433,194,263,32,42,151,0,39,219,31
8131,2021-09-07,Terengganu,29,31,60,39,58,31,28,0,20,22,0,19,47,13
8132,2021-09-07,W.P. Kuala Lumpur,125,91,216,172,210,86,118,1,29,82,1,21,136,0
8133,2021-09-07,W.P. Labuan,5,18,23,18,11,12,0,0,2,0,0,1,1,0
8134,2021-09-07,W.P. Putrajaya,14,12,26,20,28,6,12,0,10,5,0,10,15,0
8135,2021-09-08,Johor,85,73,158,110,181,118,102,0,39,79,0,36,162,36
8136,2021-09-08,Kedah,88,59,147,104,103,79,130,0,55,48,0,52,166,0
8137,2021-09-08,Kelantan,113,72,185,85,141,42,80,1,44,49,1,10,106,4
8138,2021-09-08,Melaka,30,110,140,90,108,2,72,0,29,24,0,25,49,0
8139,2021-09-08,Negeri Sembilan,34,76,110,88,68,63,29,0,28,20,0,25,50,9
8140,2021-09-08,Pahang,45,45,90,66,54,48,52,4,29,32,0,21,51,11
8141,2021-09-08,Perak,66,68,134,114,104,84,106,0,12,70,0,12,123,14
8142,2021-09-08,Perlis,13,6,19,11,19,10,8,0,5,8,0,12,20,0
8143,2021-09-08,Pulau Pinang,40,73,113,73,73,86,70,0,41,55,0,40,79,60
8144,2021-09-08,Sabah,60,121,181,146,96,82,124,1,19,75,3,5,80,32
8145,2021-09-08,Sarawak,59,143,202,120,137,96,90,1,57,23,0,41,77,12
8146,2021-09-08,Selangor,183,199,382,308,433,194,241,31,44,150,0,30,223,12
8147,2021-09-08,Terengganu,29,32,61,50,58,31,26,0,16,23,0,14,41,12
8148,2021-09-08,W.P. Kuala Lumpur,125,91,216,172,210,86,114,0,35,78,0,18,130,0
8149,2021-09-08,W.P. Labuan,5,18,23,18,11,12,0,0,2,0,0,2,2,0
8150,2021-09-08,W.P. Putrajaya,14,12,26,20,28,6,9,0,11,6,0,7,13,0
8151,2021-09-09,Johor,85,73,158,110,181,118,102,0,36,83,0,35,138,34
8152,2021-09-09,Kedah,88,59,147,104,103,79,128,0,36,50,0,49,166,0
8153,2021-09-09,Kelantan,113,72,185,85,141,42,83,0,43,32,0,9,107,4
8154,2021-09-09,Melaka,30,110,140,90,108,2,72,0,33,23,0,27,50,0
8155,2021-09-09,Negeri Sembilan,34,76,110,88,68,63,31,2,30,26,2,21,31,13
8156,2021-09-09,Pahang,45,45,90,66,54,48,55,6,28,36,0,24,58,8
8157,2021-09-09,Perak,66,68,134,114,104,84,108,0,18,70,0,16,128,21
8158,2021-09-09,Perlis,13,6,19,11,19,10,8,0,6,7,0,11,22,0
8159,2021-09-09,Pulau Pinang,40,73,113,73,73,86,69,0,42,54,0,40,77,53
8160,2021-09-09,Sabah,60,125,185,150,96,82,128,1,16,74,0,10,76,31
8161,2021-09-09,Sarawak,59,143,202,120,137,96,87,1,49,22,0,35,61,16
8162,2021-09-09,Selangor,183,199,382,308,433,194,252,32,39,151,0,32,208,23
8163,2021-09-09,Terengganu,29,32,61,50,58,31,27,0,20,24,0,16,46,22
8164,2021-09-09,W.P. Kuala Lumpur,125,91,216,172,210,86,113,0,30,75,0,12,120,0
8165,2021-09-09,W.P. Labuan,5,18,23,18,11,12,0,0,2,0,0,2,2,0
8166,2021-09-09,W.P. Putrajaya,14,12,26,20,28,6,8,0,2,5,0,7,13,0
8167,2021-09-10,Johor,85,83,168,120,181,118,117,0,37,96,0,27,152,23
8168,2021-09-10,Kedah,88,59,147,104,103,79,131,0,38,51,0,51,171,0
8169,2021-09-10,Kelantan,113,72,185,85,141,42,71,0,56,39,0,10,120,7
8170,2021-09-10,Melaka,30,110,140,90,108,2,69,0,58,22,0,26,50,0
8171,2021-09-10,Negeri Sembilan,34,76,110,88,68,63,41,1,30,38,1,23,34,13
8172,2021-09-10,Pahang,45,45,90,66,54,48,56,5,23,40,0,19,55,11
8173,2021-09-10,Perak,66,68,134,114,104,84,106,0,12,70,0,12,148,19
8174,2021-09-10,Perlis,13,6,19,11,19,10,6,0,4,5,0,7,18,0
8175,2021-09-10,Pulau Pinang,40,73,113,73,73,86,70,0,42,49,0,40,70,51
8176,2021-09-10,Sabah,60,125,185,150,96,82,125,1,14,76,0,12,89,25
8177,2021-09-10,Sarawak,59,143,202,120,137,96,89,2,64,35,9,39,66,14
8178,2021-09-10,Selangor,183,194,377,303,433,194,250,35,49,151,1,35,212,21
8179,2021-09-10,Terengganu,29,32,61,50,58,31,25,0,18,23,0,16,41,24
8180,2021-09-10,W.P. Kuala Lumpur,125,91,216,172,210,86,115,0,59,77,0,25,138,0
8181,2021-09-10,W.P. Labuan,5,18,23,18,11,12,0,0,4,0,0,4,4,0
8182,2021-09-10,W.P. Putrajaya,14,12,26,20,28,6,9,0,14,5,0,7,13,0
8183,2021-09-11,Johor,85,83,168,120,181,118,113,0,38,91,0,30,147,24
8184,2021-09-11,Kedah,88,59,147,104,103,79,123,0,42,46,0,54,160,0
8185,2021-09-11,Kelantan,113,72,185,85,141,42,74,0,49,46,0,12,130,12
8186,2021-09-11,Melaka,30,110,140,90,108,2,65,0,56,30,0,26,55,0
8187,2021-09-11,Negeri Sembilan,34,76,110,88,68,63,22,2,29,19,2,22,25,14
8188,2021-09-11,Pahang,45,45,90,66,54,48,53,5,26,38,0,20,56,10
8189,2021-09-11,Perak,66,68,134,114,104,84,105,0,23,70,0,19,152,14
8190,2021-09-11,Perlis,13,6,19,11,19,10,5,0,4,3,0,9,19,0
8191,2021-09-11,Pulau Pinang,40,73,113,73,73,86,73,0,42,49,0,41,77,49
8192,2021-09-11,Sabah,60,125,185,150,96,82,124,1,14,68,3,8,74,33
8193,2021-09-11,Sarawak,59,143,202,120,137,96,85,2,60,20,0,44,65,20
8194,2021-09-11,Selangor,183,194,377,303,433,194,246,32,51,147,2,37,206,17
8195,2021-09-11,Terengganu,29,32,61,39,58,31,27,0,15,24,0,15,38,21
8196,2021-09-11,W.P. Kuala Lumpur,125,91,216,172,210,86,110,0,33,71,0,26,134,0
8197,2021-09-11,W.P. Labuan,5,18,23,18,11,12,0,0,5,0,0,4,4,0
8198,2021-09-11,W.P. Putrajaya,14,6,20,14,28,6,8,0,14,4,0,8,13,0
8199,2021-09-12,Johor,85,83,168,120,181,118,112,0,41,89,0,37,154,38
8200,2021-09-12,Kedah,88,59,147,104,103,79,125,0,59,41,0,53,140,15
8201,2021-09-12,Kelantan,113,72,185,85,141,42,77,0,49,62,0,15,110,22
8202,2021-09-12,Melaka,30,110,140,90,108,2,60,0,55,26,0,27,50,0
8203,2021-09-12,Negeri Sembilan,34,76,110,88,68,63,21,1,28,16,1,24,43,14
8204,2021-09-12,Pahang,45,45,90,66,54,48,54,2,25,37,0,20,55,11
8205,2021-09-12,Perak,66,68,134,114,104,84,106,0,19,76,0,15,140,17
8206,2021-09-12,Perlis,13,6,19,11,19,10,6,0,4,2,0,11,17,0
8207,2021-09-12,Pulau Pinang,40,73,113,73,73,86,75,0,40,45,0,38,65,53
8208,2021-09-12,Sabah,60,125,185,150,96,82,128,0,15,69,1,12,86,27
8209,2021-09-12,Sarawak,59,143,202,120,137,96,89,2,48,19,1,32,62,28
8210,2021-09-12,Selangor,183,179,362,288,433,194,253,31,43,146,2,37,215,22
8211,2021-09-12,Terengganu,29,31,60,39,58,31,25,0,21,18,0,16,42,18
8212,2021-09-12,W.P. Kuala Lumpur,125,91,216,167,210,86,101,0,40,69,0,23,124,0
8213,2021-09-12,W.P. Labuan,5,18,23,18,11,12,0,0,5,0,0,5,5,0
8214,2021-09-12,W.P. Putrajaya,14,6,20,14,28,6,5,0,14,4,0,8,12,0
8215,2021-09-13,Johor,85,83,168,120,181,118,101,0,40,81,0,38,136,38
8216,2021-09-13,Kedah,88,59,147,104,103,79,123,0,58,43,0,57,160,0
8217,2021-09-13,Kelantan,114,68,182,89,141,42,76,0,44,62,0,14,104,14
8218,2021-09-13,Melaka,30,110,140,90,108,2,60,0,56,25,0,30,55,0
8219,2021-09-13,Negeri Sembilan,34,76,110,88,68,63,20,1,30,10,1,26,37,17
8220,2021-09-13,Pahang,45,45,90,66,54,48,58,2,24,37,0,16,56,10
8221,2021-09-13,Perak,66,68,134,114,104,84,101,0,18,68,0,16,139,20
8222,2021-09-13,Perlis,13,6,19,11,19,10,8,0,3,2,0,8,19,0
8223,2021-09-13,Pulau Pinang,40,78,118,78,73,88,71,0,41,45,0,37,87,30
8224,2021-09-13,Sabah,60,123,183,148,96,82,124,0,16,63,0,11,74,24
8225,2021-09-13,Sarawak,59,143,202,120,137,96,88,2,56,35,0,41,72,21
8226,2021-09-13,Selangor,183,179,362,288,433,194,254,34,47,141,2,34,199,18
8227,2021-09-13,Terengganu,29,31,60,39,58,31,27,0,20,17,0,12,44,20
8228,2021-09-13,W.P. Kuala Lumpur,121,78,199,137,210,86,78,0,64,51,0,17,121,0
8229,2021-09-13,W.P. Labuan,5,18,23,18,11,12,0,0,4,0,0,4,4,0
8230,2021-09-13,W.P. Putrajaya,14,6,20,14,28,6,5,0,14,4,0,5,9,0
8231,2021-09-14,Johor,85,83,168,120,181,118,113,0,40,84,0,37,146,33
8232,2021-09-14,Kedah,88,59,147,104,103,79,116,0,55,40,0,49,156,0
8233,2021-09-14,Kelantan,114,68,182,89,141,42,85,0,55,54,0,8,104,21
8234,2021-09-14,Melaka,30,110,140,90,108,8,64,0,23,20,0,20,37,0
8235,2021-09-14,Negeri Sembilan,34,76,110,88,68,63,21,1,28,12,1,25,39,19
8236,2021-09-14,Pahang,45,45,90,77,54,48,52,0,27,40,0,16,55,10
8237,2021-09-14,Perak,66,68,134,114,104,84,102,0,20,70,0,16,136,21
8238,2021-09-14,Perlis,13,6,19,11,19,10,5,0,3,1,0,2,10,7
8239,2021-09-14,Pulau Pinang,40,78,118,78,73,88,71,0,40,48,0,37,87,33
8240,2021-09-14,Sabah,60,123,183,148,96,82,122,0,19,62,0,12,72,24
8241,2021-09-14,Sarawak,59,143,202,120,137,96,91,4,57,22,1,44,71,20
8242,2021-09-14,Selangor,183,179,362,288,433,194,238,39,49,144,4,34,208,15
8243,2021-09-14,Terengganu,29,47,76,39,58,31,31,6,22,26,6,18,49,14
8244,2021-09-14,W.P. Kuala Lumpur,105,64,169,111,210,86,76,0,62,53,0,27,116,0
8245,2021-09-14,W.P. Labuan,5,18,23,18,11,12,0,0,5,0,0,5,5,0
8246,2021-09-14,W.P. Putrajaya,14,6,20,14,28,6,5,0,11,4,0,6,11,0
8247,2021-09-15,Johor,79,90,169,149,181,134,110,0,44,82,0,41,146,37
8248,2021-09-15,Kedah,88,59,147,104,103,79,109,0,40,40,0,52,154,0
8249,2021-09-15,Kelantan,114,68,182,89,141,42,84,0,51,53,0,12,115,15
8250,2021-09-15,Melaka,30,110,140,90,108,8,55,0,17,20,0,10,28,0
8251,2021-09-15,Negeri Sembilan,34,76,110,88,68,63,21,3,34,13,2,28,37,20
8252,2021-09-15,Pahang,45,45,90,77,54,48,50,0,31,38,0,29,63,11
8253,2021-09-15,Perak,66,68,134,114,104,84,101,0,19,67,0,16,128,19
8254,2021-09-15,Perlis,13,6,19,11,19,10,4,0,3,1,1,2,3,9
8255,2021-09-15,Pulau Pinang,40,78,118,78,73,88,72,0,42,48,0,39,88,35
8256,2021-09-15,Sabah,60,179,239,204,96,82,160,0,22,64,0,10,69,20
8257,2021-09-15,Sarawak,59,143,202,120,137,96,100,3,57,28,1,40,72,20
8258,2021-09-15,Selangor,183,179,362,288,433,194,225,36,50,80,4,35,202,17
8259,2021-09-15,Terengganu,29,47,76,39,58,31,35,0,21,24,0,21,52,19
8260,2021-09-15,W.P. Kuala Lumpur,105,64,169,106,210,86,106,0,32,67,0,19,124,0
8261,2021-09-15,W.P. Labuan,5,18,23,18,11,12,0,0,4,0,0,3,3,0
8262,2021-09-15,W.P. Putrajaya,14,6,20,14,28,6,6,0,12,5,0,5,11,0
8263,2021-09-16,Johor,79,90,169,160,181,134,102,0,42,86,0,35,144,26
8264,2021-09-16,Kedah,88,59,147,104,103,79,96,1,40,53,0,40,136,14
8265,2021-09-16,Kelantan,114,68,182,89,141,42,73,0,54,44,1,15,105,16
8266,2021-09-16,Melaka,30,98,128,90,108,8,68,0,29,28,0,23,58,0
8267,2021-09-16,Negeri Sembilan,34,76,110,88,68,63,18,2,32,12,2,29,36,19
8268,2021-09-16,Pahang,45,45,90,77,54,48,49,0,27,35,0,18,52,9
8269,2021-09-16,Perak,66,68,134,114,104,84,100,0,23,70,0,18,128,22
