,date,state,deaths_new,deaths_bid,deaths_new_dod,deaths_bid_dod,deaths_pvax,deaths_fvax,deaths_tat
1693,2020-06-30,W.P. Kuala Lumpur,0,0,0,0,0,0,0
1694,2020-06-30,W.P. Labuan,0,0,0,0,0,0,0
1695,2020-06-30,W.P. Putrajaya,0,0,0,0,0,0,0
1696,2020-07-01,Johor,0,0,0,0,0,0,0
1697,2020-07-01,Kedah,0,0,0,0,0,0,0
1698,2020-07-01,Kelantan,0,0,0,0,0,0,0
1699,2020-07-01,Melaka,0,0,0,0,0,0,0
1700,2020-07-01,Negeri Sembilan,0,0,0,0,0,0,0
1701,2020-07-01,Pahang,0,0,0,0,0,0,0
1702,2020-07-01,Perak,0,0,0,0,0,0,0
1703,2020-07-01,Perlis,0,0,0,0,0,0,0
1704,2020-07-01,Pulau Pinang,0,0,0,0,0,0,0
1705,2020-07-01,Sabah,0,0,0,0,0,0,0
1706,2020-07-01,Sarawak,0,0,0,0,0,0,0
1707,2020-07-01,Selangor,0,0,0,0,0,0,0
1708,2020-07-01,Terengganu,0,0,0,0,0,0,0
1709,2020-07-01,W.P. Kuala Lumpur,0,0,0,0,0,0,0
1710,2020-07-01,W.P. Labuan,0,0,0,0,0,0,0
1711,2020-07-01,W.P. Putrajaya,0,0,0,0,0,0,0
1712,2020-07-02,Johor,0,0,0,0,0,0,0
1713,2020-07-02,Kedah,0,0,0,0,0,0,0
1714,2020-07-02,Kelantan,0,0,0,0,0,0,0
1715,2020-07-02,Melaka,0,0,0,0,0,0,0
1716,2020-07-02,Negeri Sembilan,0,0,0,0,0,0,0
1717,2020-07-02,Pahang,0,0,0,0,0,0,0
1718,2020-07-02,Perak,0,0,0,0,0,0,0
1719,2020-07-02,Perlis,0,0,0,0,0,0,0
1720,2020-07-02,Pulau Pinang,0,0,0,0,0,0,0
1721,2020-07-02,Sabah,0,0,0,0,0,0,0
1722,2020-07-02,Sarawak,0,0,0,0,0,0,0
1723,2020-07-02,Selangor,0,0,0,0,0,0,0
1724,2020-07-02,Terengganu,0,0,0,0,0,0,0
1725,2020-07-02,W.P. Kuala Lumpur,0,0,0,0,0,0,0
1726,2020-07-02,W.P. Labuan,0,0,0,0,0,0,0
1727,2020-07-02,W.P. Putrajaya,0,0,0,0,0,0,0
1728,2020-07-03,Johor,0,0,0,0,0,0,0
1729,2020-07-03,Kedah,0,0,0,0,0,0,0
1730,2020-07-03,Kelantan,0,0,0,0,0,0,0
1731,2020-07-03,Melaka,0,0,0,0,0,0,0
1732,2020-07-03,Negeri Sembilan,0,0,0,0,0,0,0
1733,2020-07-03,Pahang,0,0,0,0,0,0,0
1734,2020-07-03,Perak,0,0,0,0,0,0,0
1735,2020-07-03,Perlis,0,0,0,0,0,0,0
1736,2020-07-03,Pulau Pinang,0,0,0,0,0,0,0
1737,2020-07-03,Sabah,0,0,0,0,0,0,0
1738,2020-07-03,Sarawak,0,0,0,0,0,0,0
1739,2020-07-03,Selangor,0,0,0,0,0,0,0
1740,2020-07-03,Terengganu,0,0,0,0,0,0,0
1741,2020-07-03,W.P. Kuala Lumpur,0,0,0,0,0,0,0
1742,2020-07-03,W.P. Labuan,0,0,0,0,0,0,0
1743,2020-07-03,W.P. Putrajaya,0,0,0,0,0,0,0
1744,2020-07-04,Johor,0,0,0,0,0,0,0
1745,2020-07-04,Kedah,0,0,0,0,0,0,0
1746,2020-07-04,Kelantan,0,0,0,0,0,0,0
1747,2020-07-04,Melaka,0,0,0,0,0,0,0
1748,2020-07-04,Negeri Sembilan,0,0,0,0,0,0,0
1749,2020-07-04,Pahang,0,0,0,0,0,0,0
1750,2020-07-04,Perak,0,0,0,0,0,0,0
1751,2020-07-04,Perlis,0,0,0,0,0,0,0
1752,2020-07-04,Pulau Pinang,0,0,0,0,0,0,0
1753,2020-07-04,Sabah,0,0,0,0,0,0,0
1754,2020-07-04,Sarawak,0,0,0,0,0,0,0
1755,2020-07-04,Selangor,0,0,0,0,0,0,0
1756,2020-07-04,Terengganu,0,0,0,0,0,0,0
1757,2020-07-04,W.P. Kuala Lumpur,0,0,0,0,0,0,0
1758,2020-07-04,W.P. Labuan,0,0,0,0,0,0,0
1759,2020-07-04,W.P. Putrajaya,0,0,0,0,0,0,0
1760,2020-07-05,Johor,0,0,0,0,0,0,0
1761,2020-07-05,Kedah,0,0,0,0,0,0,0
1762,2020-07-05,Kelantan,0,0,0,0,0,0,0
1763,2020-07-05,Melaka,0,0,0,0,0,0,0
1764,2020-07-05,Negeri Sembilan,0,0,0,0,0,0,0
1765,2020-07-05,Pahang,0,0,0,0,0,0,0
1766,2020-07-05,Perak,0,0,0,0,0,0,0
1767,2020-07-05,Perlis,0,0,0,0,0,0,0
1768,2020-07-05,Pulau Pinang,0,0,0,0,0,0,0
1769,2020-07-05,Sabah,0,0,0,0,0,0,0
1770,2020-07-05,Sarawak,0,0,0,0,0,0,0
1771,2020-07-05,Selangor,0,0,0,0,0,0,0
1772,2020-07-05,Terengganu,0,0,0,0,0,0,0
1773,2020-07-05,W.P. Kuala Lumpur,0,0,0,0,0,0,0
1774,2020-07-05,W.P. Labuan,0,0,0,0,0,0,0
1775,2020-07-05,W.P. Putrajaya,0,0,0,0,0,0,0
1776,2020-07-06,Johor,0,0,0,0,0,0,0
1777,2020-07-06,Kedah,0,0,0,0,0,0,0
1778,2020-07-06,Kelantan,0,0,0,0,0,0,0
1779,2020-07-06,Melaka,0,0,0,0,0,0,0
1780,2020-07-06,Negeri Sembilan,0,0,0,0,0,0,0
1781,2020-07-06,Pahang,0,0,0,0,0,0,0
1782,2020-07-06,Perak,0,0,0,0,0,0,0
1783,2020-07-06,Perlis,0,0,0,0,0,0,0
1784,2020-07-06,Pulau Pinang,0,0,0,0,0,0,0
1785,2020-07-06,Sabah,0,0,0,0,0,0,0
1786,2020-07-06,Sarawak,0,0,0,0,0,0,0
1787,2020-07-06,Selangor,0,0,0,0,0,0,0
1788,2020-07-06,Terengganu,0,0,0,0,0,0,0
1789,2020-07-06,W.P. Kuala Lumpur,0,0,0,0,0,0,0
1790,2020-07-06,W.P. Labuan,0,0,0,0,0,0,0
1791,2020-07-06,W.P. Putrajaya,0,0,0,0,0,0,0
1792,2020-07-07,Johor,0,0,0,0,0,0,0
1793,2020-07-07,Kedah,0,0,0,0,0,0,0
1794,2020-07-07,Kelantan,0,0,0,0,0,0,0
1795,2020-07-07,Melaka,0,0,0,0,0,0,0
1796,2020-07-07,Negeri Sembilan,0,0,0,0,0,0,0
1797,2020-07-07,Pahang,0,0,0,0,0,0,0
1798,2020-07-07,Perak,0,0,0,0,0,0,0
1799,2020-07-07,Perlis,0,0,0,0,0,0,0
1800,2020-07-07,Pulau Pinang,0,0,0,0,0,0,0
1801,2020-07-07,Sabah,0,0,0,0,0,0,0
1802,2020-07-07,Sarawak,0,0,0,0,0,0,0
1803,2020-07-07,Selangor,0,0,0,0,0,0,0
1804,2020-07-07,Terengganu,0,0,0,0,0,0,0
1805,2020-07-07,W.P. Kuala Lumpur,0,0,0,0,0,0,0
1806,2020-07-07,W.P. Labuan,0,0,0,0,0,0,0
1807,2020-07-07,W.P. Putrajaya,0,0,0,0,0,0,0
1808,2020-07-08,Johor,0,0,0,0,0,0,0
1809,2020-07-08,Kedah,0,0,0,0,0,0,0
1810,2020-07-08,Kelantan,0,0,0,0,0,0,0
1811,2020-07-08,Melaka,0,0,0,0,0,0,0
1812,2020-07-08,Negeri Sembilan,0,0,0,0,0,0,0
1813,2020-07-08,Pahang,0,0,0,0,0,0,0
1814,2020-07-08,Perak,0,0,0,0,0,0,0
1815,2020-07-08,Perlis,0,0,0,0,0,0,0
1816,2020-07-08,Pulau Pinang,0,0,0,0,0,0,0
1817,2020-07-08,Sabah,0,0,0,0,0,0,0
1818,2020-07-08,Sarawak,0,0,0,0,0,0,0
1819,2020-07-08,Selangor,0,0,0,0,0,0,0
1820,2020-07-08,Terengganu,0,0,0,0,0,0,0
1821,2020-07-08,W.P. Kuala Lumpur,0,0,0,0,0,0,0
1822,2020-07-08,W.P. Labuan,0,0,0,0,0,0,0
1823,2020-07-08,W.P. Putrajaya,0,0,0,0,0,0,0
1824,2020-07-09,Johor,0,0,0,0,0,0,0
1825,2020-07-09,Kedah,0,0,0,0,0,0,0
1826,2020-07-09,Kelantan,0,0,0,0,0,0,0
1827,2020-07-09,Melaka,0,0,0,0,0,0,0
1828,2020-07-09,Negeri Sembilan,0,0,0,0,0,0,0
1829,2020-07-09,Pahang,0,0,0,0,0,0,0
1830,2020-07-09,Perak,0,0,0,0,0,0,0
1831,2020-07-09,Perlis,0,0,0,0,0,0,0
1832,2020-07-09,Pulau Pinang,0,0,0,0,0,0,0
1833,2020-07-09,Sabah,0,0,0,0,0,0,0
1834,2020-07-09,Sarawak,0,0,0,0,0,0,0
1835,2020-07-09,Selangor,0,0,0,0,0,0,0
1836,2020-07-09,Terengganu,0,0,0,0,0,0,0
1837,2020-07-09,W.P. Kuala Lumpur,0,0,0,0,0,0,0
1838,2020-07-09,W.P. Labuan,0,0,0,0,0,0,0
1839,2020-07-09,W.P. Putrajaya,0,0,0,0,0,0,0
1840,2020-07-10,Johor,0,0,0,0,0,0,0
1841,2020-07-10,Kedah,0,0,0,0,0,0,0
1842,2020-07-10,Kelantan,0,0,0,0,0,0,0
1843,2020-07-10,Melaka,0,0,0,0,0,0,0
1844,2020-07-10,Negeri Sembilan,0,0,0,0,0,0,0
1845,2020-07-10,Pahang,0,0,0,0,0,0,0
1846,2020-07-10,Perak,0,0,0,0,0,0,0
1847,2020-07-10,Perlis,0,0,0,0,0,0,0
1848,2020-07-10,Pulau Pinang,0,0,0,0,0,0,0
1849,2020-07-10,Sabah,0,0,0,0,0,0,0
1850,2020-07-10,Sarawak,1,0,1,0,0,0,0
1851,2020-07-10,Selangor,0,0,0,0,0,0,0
1852,2020-07-10,Terengganu,0,0,0,0,0,0,0
1853,2020-07-10,W.P. Kuala Lumpur,0,0,0,0,0,0,0
1854,2020-07-10,W.P. Labuan,0,0,0,0,0,0,0
1855,2020-07-10,W.P. Putrajaya,0,0,0,0,0,0,0
1856,2020-07-11,Johor,0,0,0,0,0,0,0
1857,2020-07-11,Kedah,0,0,0,0,0,0,0
1858,2020-07-11,Kelantan,0,0,0,0,0,0,0
1859,2020-07-11,Melaka,0,0,0,0,0,0,0
1860,2020-07-11,Negeri Sembilan,0,0,0,0,0,0,0
1861,2020-07-11,Pahang,0,0,0,0,0,0,0
1862,2020-07-11,Perak,0,0,0,0,0,0,0
1863,2020-07-11,Perlis,0,0,0,0,0,0,0
1864,2020-07-11,Pulau Pinang,0,0,0,0,0,0,0
1865,2020-07-11,Sabah,0,0,0,0,0,0,0
1866,2020-07-11,Sarawak,0,0,0,0,0,0,0
1867,2020-07-11,Selangor,0,0,0,0,0,0,0
1868,2020-07-11,Terengganu,0,0,0,0,0,0,0
1869,2020-07-11,W.P. Kuala Lumpur,0,0,0,0,0,0,0
1870,2020-07-11,W.P. Labuan,0,0,0,0,0,0,0
1871,2020-07-11,W.P. Putrajaya,0,0,0,0,0,0,0
1872,2020-07-12,Johor,0,0,0,0,0,0,0
1873,2020-07-12,Kedah,0,0,0,0,0,0,0
1874,2020-07-12,Kelantan,0,0,0,0,0,0,0
1875,2020-07-12,Melaka,0,0,0,0,0,0,0
1876,2020-07-12,Negeri Sembilan,0,0,0,0,0,0,0
1877,2020-07-12,Pahang,0,0,0,0,0,0,0
1878,2020-07-12,Perak,0,0,0,0,0,0,0
1879,2020-07-12,Perlis,0,0,0,0,0,0,0
1880,2020-07-12,Pulau Pinang,0,0,0,0,0,0,0
1881,2020-07-12,Sabah,0,0,0,0,0,0,0
1882,2020-07-12,Sarawak,0,0,0,0,0,0,0
1883,2020-07-12,Selangor,0,0,0,0,0,0,0
1884,2020-07-12,Terengganu,0,0,0,0,0,0,0
1885,2020-07-12,W.P. Kuala Lumpur,0,0,0,0,0,0,0
1886,2020-07-12,W.P. Labuan,0,0,0,0,0,0,0
1887,2020-07-12,W.P. Putrajaya,0,0,0,0,0,0,0
1888,2020-07-13,Johor,0,0,0,0,0,0,0
1889,2020-07-13,Kedah,0,0,0,0,0,0,0
1890,2020-07-13,Kelantan,0,0,0,0,0,0,0
1891,2020-07-13,Melaka,0,0,0,0,0,0,0
1892,2020-07-13,Negeri Sembilan,0,0,0,0,0,0,0
1893,2020-07-13,Pahang,0,0,0,0,0,0,0
1894,2020-07-13,Perak,0,0,0,0,0,0,0
1895,2020-07-13,Perlis,0,0,0,0,0,0,0
1896,2020-07-13,Pulau Pinang,0,0,0,0,0,0,0
1897,2020-07-13,Sabah,0,0,0,0,0,0,0
1898,2020-07-13,Sarawak,0,0,0,0,0,0,0
1899,2020-07-13,Selangor,0,0,0,0,0,0,0
1900,2020-07-13,Terengganu,0,0,0,0,0,0,0
1901,2020-07-13,W.P. Kuala Lumpur,0,0,0,0,0,0,0
1902,2020-07-13,W.P. Labuan,0,0,0,0,0,0,0
1903,2020-07-13,W.P. Putrajaya,0,0,0,0,0,0,0
1904,2020-07-14,Johor,0,0,0,0,0,0,0
1905,2020-07-14,Kedah,0,0,0,0,0,0,0
1906,2020-07-14,Kelantan,0,0,0,0,0,0,0
1907,2020-07-14,Melaka,0,0,0,0,0,0,0
1908,2020-07-14,Negeri Sembilan,0,0,0,0,0,0,0
1909,2020-07-14,Pahang,0,0,0,0,0,0,0
1910,2020-07-14,Perak,0,0,0,0,0,0,0
1911,2020-07-14,Perlis,0,0,0,0,0,0,0
1912,2020-07-14,Pulau Pinang,0,0,0,0,0,0,0
1913,2020-07-14,Sabah,0,0,0,0,0,0,0
1914,2020-07-14,Sarawak,0,0,0,0,0,0,0
1915,2020-07-14,Selangor,0,0,0,0,0,0,0
1916,2020-07-14,Terengganu,0,0,0,0,0,0,0
1917,2020-07-14,W.P. Kuala Lumpur,0,0,0,0,0,0,0
1918,2020-07-14,W.P. Labuan,0,0,0,0,0,0,0
1919,2020-07-14,W.P. Putrajaya,0,0,0,0,0,0,0
1920,2020-07-15,Johor,0,0,0,0,0,0,0
1921,2020-07-15,Kedah,0,0,0,0,0,0,0
1922,2020-07-15,Kelantan,0,0,0,0,0,0,0
1923,2020-07-15,Melaka,0,0,0,0,0,0,0
1924,2020-07-15,Negeri Sembilan,0,0,0,0,0,0,0
1925,2020-07-15,Pahang,0,0,0,0,0,0,0
1926,2020-07-15,Perak,0,0,0,0,0,0,0
1927,2020-07-15,Perlis,0,0,0,0,0,0,0
1928,2020-07-15,Pulau Pinang,0,0,0,0,0,0,0
1929,2020-07-15,Sabah,0,0,0,0,0,0,0
1930,2020-07-15,Sarawak,0,0,0,0,0,0,0
1931,2020-07-15,Selangor,0,0,0,0,0,0,0
1932,2020-07-15,Terengganu,0,0,0,0,0,0,0
1933,2020-07-15,W.P. Kuala Lumpur,0,0,0,0,0,0,0
1934,2020-07-15,W.P. Labuan,0,0,0,0,0,0,0
1935,2020-07-15,W.P. Putrajaya,0,0,0,0,0,0,0
1936,2020-07-16,Johor,0,0,0,0,0,0,0
1937,2020-07-16,Kedah,0,0,0,0,0,0,0
1938,2020-07-16,Kelantan,0,0,0,0,0,0,0
1939,2020-07-16,Melaka,0,0,0,0,0,0,0
1940,2020-07-16,Negeri Sembilan,0,0,0,0,0,0,0
1941,2020-07-16,Pahang,0,0,0,0,0,0,0
1942,2020-07-16,Perak,0,0,0,0,0,0,0
1943,2020-07-16,Perlis,0,0,0,0,0,0,0
1944,2020-07-16,Pulau Pinang,0,0,0,0,0,0,0
1945,2020-07-16,Sabah,0,0,0,0,0,0,0
1946,2020-07-16,Sarawak,0,0,0,0,0,0,0
1947,2020-07-16,Selangor,0,0,0,0,0,0,0
1948,2020-07-16,Terengganu,0,0,0,0,0,0,0
1949,2020-07-16,W.P. Kuala Lumpur,0,0,0,0,0,0,0
1950,2020-07-16,W.P. Labuan,0,0,0,0,0,0,0
1951,2020-07-16,W.P. Putrajaya,0,0,0,0,0,0,0
1952,2020-07-17,Johor,1,1,1,1,0,0,0
1953,2020-07-17,Kedah,0,0,0,0,0,0,0
1954,2020-07-17,Kelantan,0,0,0,0,0,0,0
1955,2020-07-17,Melaka,0,0,0,0,0,0,0
1956,2020-07-17,Negeri Sembilan,0,0,0,0,0,0,0
1957,2020-07-17,Pahang,0,0,0,0,0,0,0
1958,2020-07-17,Perak,0,0,0,0,0,0,0
1959,2020-07-17,Perlis,0,0,0,0,0,0,0
1960,2020-07-17,Pulau Pinang,0,0,0,0,0,0,0
1961,2020-07-17,Sabah,0,0,0,0,0,0,0
1962,2020-07-17,Sarawak,0,0,0,0,0,0,0
1963,2020-07-17,Selangor,0,0,0,0,0,0,0
1964,2020-07-17,Terengganu,0,0,0,0,0,0,0
1965,2020-07-17,W.P. Kuala Lumpur,0,0,0,0,0,0,0
1966,2020-07-17,W.P. Labuan,0,0,0,0,0,0,0
1967,2020-07-17,W.P. Putrajaya,0,0,0,0,0,0,0
1968,2020-07-18,Johor,0,0,0,0,0,0,0
1969,2020-07-18,Kedah,0,0,0,0,0,0,0
1970,2020-07-18,Kelantan,0,0,0,0,0,0,0
1971,2020-07-18,Melaka,0,0,0,0,0,0,0
1972,2020-07-18,Negeri Sembilan,0,0,0,0,0,0,0
1973,2020-07-18,Pahang,0,0,0,0,0,0,0
1974,2020-07-18,Perak,0,0,0,0,0,0,0
1975,2020-07-18,Perlis,0,0,0,0,0,0,0
1976,2020-07-18,Pulau Pinang,0,0,0,0,0,0,0
1977,2020-07-18,Sabah,0,0,0,0,0,0,0
1978,2020-07-18,Sarawak,0,0,0,0,0,0,0
1979,2020-07-18,Selangor,0,0,0,0,0,0,0
1980,2020-07-18,Terengganu,0,0,0,0,0,0,0
1981,2020-07-18,W.P. Kuala Lumpur,0,0,0,0,0,0,0
1982,2020-07-18,W.P. Labuan,0,0,0,0,0,0,0
1983,2020-07-18,W.P. Putrajaya,0,0,0,0,0,0,0
1984,2020-07-19,Johor,0,0,0,0,0,0,0
1985,2020-07-19,Kedah,0,0,0,0,0,0,0
1986,2020-07-19,Kelantan,0,0,0,0,0,0,0
1987,2020-07-19,Melaka,0,0,0,0,0,0,0
1988,2020-07-19,Negeri Sembilan,0,0,0,0,0,0,0
1989,2020-07-19,Pahang,0,0,0,0,0,0,0
1990,2020-07-19,Perak,0,0,0,0,0,0,0
1991,2020-07-19,Perlis,0,0,0,0,0,0,0
1992,2020-07-19,Pulau Pinang,0,0,0,0,0,0,0
1993,2020-07-19,Sabah,0,0,0,0,0,0,0
1994,2020-07-19,Sarawak,0,0,0,0,0,0,0
1995,2020-07-19,Selangor,0,0,0,0,0,0,0
1996,2020-07-19,Terengganu,0,0,0,0,0,0,0
1997,2020-07-19,W.P. Kuala Lumpur,0,0,0,0,0,0,0
1998,2020-07-19,W.P. Labuan,0,0,0,0,0,0,0
1999,2020-07-19,W.P. Putrajaya,0,0,0,0,0,0,0
2000,2020-07-20,Johor,0,0,0,0,0,0,0
2001,2020-07-20,Kedah,0,0,0,0,0,0,0
2002,2020-07-20,Kelantan,0,0,0,0,0,0,0
2003,2020-07-20,Melaka,0,0,0,0,0,0,0
2004,2020-07-20,Negeri Sembilan,0,0,0,0,0,0,0
2005,2020-07-20,Pahang,0,0,0,0,0,0,0
2006,2020-07-20,Perak,0,0,0,0,0,0,0
2007,2020-07-20,Perlis,0,0,0,0,0,0,0
2008,2020-07-20,Pulau Pinang,0,0,0,0,0,0,0
2009,2020-07-20,Sabah,0,0,0,0,0,0,0
2010,2020-07-20,Sarawak,0,0,0,0,0,0,0
2011,2020-07-20,Selangor,0,0,0,0,0,0,0
2012,2020-07-20,Terengganu,0,0,0,0,0,0,0
2013,2020-07-20,W.P. Kuala Lumpur,0,0,0,0,0,0,0
2014,2020-07-20,W.P. Labuan,0,0,0,0,0,0,0
2015,2020-07-20,W.P. Putrajaya,0,0,0,0,0,0,0
2016,2020-07-21,Johor,0,0,0,0,0,0,0
2017,2020-07-21,Kedah,0,0,0,0,0,0,0
2018,2020-07-21,Kelantan,0,0,0,0,0,0,0
2019,2020-07-21,Melaka,0,0,0,0,0,0,0
2020,2020-07-21,Negeri Sembilan,0,0,0,0,0,0,0
2021,2020-07-21,Pahang,0,0,0,0,0,0,0
2022,2020-07-21,Perak,0,0,0,0,0,0,0
2023,2020-07-21,Perlis,0,0,0,0,0,0,0
2024,2020-07-21,Pulau Pinang,0,0,0,0,0,0,0
2025,2020-07-21,Sabah,0,0,0,0,0,0,0
2026,2020-07-21,Sarawak,0,0,0,0,0,0,0
2027,2020-07-21,Selangor,0,0,0,0,0,0,0
2028,2020-07-21,Terengganu,0,0,0,0,0,0,0
2029,2020-07-21,W.P. Kuala Lumpur,0,0,0,0,0,0,0
2030,2020-07-21,W.P. Labuan,0,0,0,0,0,0,0
2031,2020-07-21,W.P. Putrajaya,0,0,0,0,0,0,0
2032,2020-07-22,Johor,0,0,0,0,0,0,0
2033,2020-07-22,Kedah,0,0,0,0,0,0,0
2034,2020-07-22,Kelantan,0,0,0,0,0,0,0
2035,2020-07-22,Melaka,0,0,0,0,0,0,0
2036,2020-07-22,Negeri Sembilan,0,0,0,0,0,0,0
2037,2020-07-22,Pahang,0,0,0,0,0,0,0
2038,2020-07-22,Perak,0,0,0,0,0,0,0
2039,2020-07-22,Perlis,0,0,0,0,0,0,0
2040,2020-07-22,Pulau Pinang,0,0,0,0,0,0,0
2041,2020-07-22,Sabah,0,0,0,0,0,0,0
2042,2020-07-22,Sarawak,0,0,0,0,0,0,0
2043,2020-07-22,Selangor,0,0,0,0,0,0,0
2044,2020-07-22,Terengganu,0,0,0,0,0,0,0
2045,2020-07-22,W.P. Kuala Lumpur,0,0,0,0,0,0,0
2046,2020-07-22,W.P. Labuan,0,0,0,0,0,0,0
2047,2020-07-22,W.P. Putrajaya,0,0,0,0,0,0,0
2048,2020-07-23,Johor,0,0,0,0,0,0,0
2049,2020-07-23,Kedah,0,0,0,0,0,0,0
2050,2020-07-23,Kelantan,0,0,0,0,0,0,0
2051,2020-07-23,Melaka,0,0,0,0,0,0,0
2052,2020-07-23,Negeri Sembilan,0,0,0,0,0,0,0
2053,2020-07-23,Pahang,0,0,0,0,0,0,0
2054,2020-07-23,Perak,0,0,0,0,0,0,0
2055,2020-07-23,Perlis,0,0,0,0,0,0,0
2056,2020-07-23,Pulau Pinang,0,0,0,0,0,0,0
2057,2020-07-23,Sabah,0,0,0,0,0,0,0
2058,2020-07-23,Sarawak,0,0,0,0,0,0,0
2059,2020-07-23,Selangor,0,0,0,0,0,0,0
2060,2020-07-23,Terengganu,0,0,0,0,0,0,0
2061,2020-07-23,W.P. Kuala Lumpur,0,0,0,0,0,0,0
2062,2020-07-23,W.P. Labuan,0,0,0,0,0,0,0
2063,2020-07-23,W.P. Putrajaya,0,0,0,0,0,0,0
2064,2020-07-24,Johor,0,0,0,0,0,0,0
2065,2020-07-24,Kedah,0,0,0,0,0,0,0
2066,2020-07-24,Kelantan,0,0,0,0,0,0,0
2067,2020-07-24,Melaka,0,0,0,0,0,0,0
2068,2020-07-24,Negeri Sembilan,0,0,0,0,0,0,0
2069,2020-07-24,Pahang,0,0,0,0,0,0,0
2070,2020-07-24,Perak,0,0,0,0,0,0,0
2071,2020-07-24,Perlis,0,0,0,0,0,0,0
2072,2020-07-24,Pulau Pinang,0,0,0,0,0,0,0
2073,2020-07-24,Sabah,0,0,0,0,0,0,0
2074,2020-07-24,Sarawak,0,0,0,0,0,0,0
2075,2020-07-24,Selangor,0,0,0,0,0,0,0
2076,2020-07-24,Terengganu,0,0,0,0,0,0,0
2077,2020-07-24,W.P. Kuala Lumpur,0,0,0,0,0,0,0
2078,2020-07-24,W.P. Labuan,0,0,0,0,0,0,0
2079,2020-07-24,W.P. Putrajaya,0,0,0,0,0,0,0
2080,2020-07-25,Johor,0,0,0,0,0,0,0
2081,2020-07-25,Kedah,0,0,0,0,0,0,0
2082,2020-07-25,Kelantan,0,0,0,0,0,0,0
2083,2020-07-25,Melaka,0,0,0,0,0,0,0
2084,2020-07-25,Negeri Sembilan,0,0,0,0,0,0,0
2085,2020-07-25,Pahang,0,0,0,0,0,0,0
2086,2020-07-25,Perak,0,0,0,0,0,0,0
2087,2020-07-25,Perlis,0,0,0,0,0,0,0
2088,2020-07-25,Pulau Pinang,0,0,0,0,0,0,0
2089,2020-07-25,Sabah,0,0,0,0,0,0,0
2090,2020-07-25,Sarawak,0,0,0,0,0,0,0
2091,2020-07-25,Selangor,0,0,0,0,0,0,0
2092,2020-07-25,Terengganu,0,0,0,0,0,0,0
2093,2020-07-25,W.P. Kuala Lumpur,0,0,0,0,0,0,0
2094,2020-07-25,W.P. Labuan,0,0,0,0,0,0,0
2095,2020-07-25,W.P. Putrajaya,0,0,0,0,0,0,0
2096,2020-07-26,Johor,0,0,0,0,0,0,0
2097,2020-07-26,Kedah,0,0,0,0,0,0,0
2098,2020-07-26,Kelantan,0,0,0,0,0,0,0
2099,2020-07-26,Melaka,0,0,0,0,0,0,0
2100,2020-07-26,Negeri Sembilan,0,0,0,0,0,0,0
2101,2020-07-26,Pahang,0,0,0,0,0,0,0
2102,2020-07-26,Perak,0,0,0,0,0,0,0
2103,2020-07-26,Perlis,0,0,0,0,0,0,0
2104,2020-07-26,Pulau Pinang,0,0,0,0,0,0,0
2105,2020-07-26,Sabah,0,0,0,0,0,0,0
2106,2020-07-26,Sarawak,1,0,1,0,0,0,0
2107,2020-07-26,Selangor,0,0,0,0,0,0,0
2108,2020-07-26,Terengganu,0,0,0,0,0,0,0
2109,2020-07-26,W.P. Kuala Lumpur,0,0,0,0,0,0,0
2110,2020-07-26,W.P. Labuan,0,0,0,0,0,0,0
2111,2020-07-26,W.P. Putrajaya,0,0,0,0,0,0,0
2112,2020-07-27,Johor,0,0,0,0,0,0,0
2113,2020-07-27,Kedah,0,0,0,0,0,0,0
2114,2020-07-27,Kelantan,0,0,0,0,0,0,0
2115,2020-07-27,Melaka,0,0,0,0,0,0,0
2116,2020-07-27,Negeri Sembilan,0,0,0,0,0,0,0
2117,2020-07-27,Pahang,0,0,0,0,0,0,0
2118,2020-07-27,Perak,0,0,0,0,0,0,0
2119,2020-07-27,Perlis,0,0,0,0,0,0,0
2120,2020-07-27,Pulau Pinang,0,0,0,0,0,0,0
2121,2020-07-27,Sabah,0,0,0,0,0,0,0
2122,2020-07-27,Sarawak,0,0,0,0,0,0,0
2123,2020-07-27,Selangor,0,0,0,0,0,0,0
2124,2020-07-27,Terengganu,0,0,0,0,0,0,0
2125,2020-07-27,W.P. Kuala Lumpur,0,0,0,0,0,0,0
2126,2020-07-27,W.P. Labuan,0,0,0,0,0,0,0
2127,2020-07-27,W.P. Putrajaya,0,0,0,0,0,0,0
2128,2020-07-28,Johor,0,0,0,0,0,0,0
2129,2020-07-28,Kedah,0,0,0,0,0,0,0
2130,2020-07-28,Kelantan,0,0,0,0,0,0,0
2131,2020-07-28,Melaka,0,0,0,0,0,0,0
2132,2020-07-28,Negeri Sembilan,0,0,0,0,0,0,0
2133,2020-07-28,Pahang,0,0,0,0,0,0,0
2134,2020-07-28,Perak,0,0,0,0,0,0,0
2135,2020-07-28,Perlis,0,0,0,0,0,0,0
2136,2020-07-28,Pulau Pinang,0,0,0,0,0,0,0
2137,2020-07-28,Sabah,0,0,0,0,0,0,0
2138,2020-07-28,Sarawak,0,0,0,0,0,0,0
2139,2020-07-28,Selangor,0,0,0,0,0,0,0
2140,2020-07-28,Terengganu,0,0,0,0,0,0,0
2141,2020-07-28,W.P. Kuala Lumpur,0,0,0,0,0,0,0
2142,2020-07-28,W.P. Labuan,0,0,0,0,0,0,0
2143,2020-07-28,W.P. Putrajaya,0,0,0,0,0,0,0
2144,2020-07-29,Johor,0,0,0,0,0,0,0
