,date,state,beds,beds_covid,beds_noncrit,admitted_pui,admitted_covid,admitted_total,discharged_pui,discharged_covid,discharged_total,hosp_covid,hosp_pui,hosp_noncovid
6645,2021-06-08,Kelantan,2743,622,2599,11,62,73,8,70,78,474,30,1356
6646,2021-06-08,Melaka,1101,250,1009,5,23,28,1,34,35,285,17,598
6647,2021-06-08,Negeri Sembilan,1431,935,1351,7,115,122,0,73,73,723,8,477
6648,2021-06-08,Pahang,2250,842,2182,10,22,32,5,44,49,249,24,951
6649,2021-06-08,Perak,2728,480,2635,1,20,21,1,38,39,239,15,1531
6650,2021-06-08,Perlis,487,87,471,14,2,16,4,4,8,27,18,231
6651,2021-06-08,Pulau Pinang,1292,319,1234,0,19,19,0,37,37,202,0,638
6652,2021-06-08,Sabah,2948,777,2804,15,56,71,15,36,51,427,57,1413
6653,2021-06-08,Sarawak,3531,977,3356,162,525,687,92,549,641,623,187,1761
6654,2021-06-08,Selangor,5768,2100,5444,114,248,362,95,227,322,1300,517,2412
6655,2021-06-08,Terengganu,1407,374,1367,4,10,14,5,25,30,161,36,722
6656,2021-06-08,W.P. Kuala Lumpur,4198,1140,4022,6,74,80,5,87,92,781,43,1641
6657,2021-06-08,W.P. Labuan,122,72,106,0,8,8,0,1,1,58,8,60
6658,2021-06-08,W.P. Putrajaya,397,31,377,1,3,4,0,0,0,25,3,257
6659,2021-06-09,Johor,5160,1385,4998,86,142,228,74,126,200,1128,161,2855
6660,2021-06-09,Kedah,2755,661,2639,0,19,19,0,67,67,408,1,1480
6661,2021-06-09,Kelantan,2743,622,2599,7,52,59,12,60,72,458,26,1366
6662,2021-06-09,Melaka,1101,290,1009,0,41,41,1,37,38,289,16,596
6663,2021-06-09,Negeri Sembilan,1431,935,1351,8,90,98,2,115,117,673,7,380
6664,2021-06-09,Pahang,2250,842,2182,10,52,62,11,35,46,268,29,1024
6665,2021-06-09,Perak,2728,480,2635,1,34,35,3,44,47,228,11,1579
6666,2021-06-09,Perlis,487,87,471,10,0,10,2,1,3,26,20,239
6667,2021-06-09,Pulau Pinang,1292,319,1234,0,24,24,0,38,38,184,0,678
6668,2021-06-09,Sabah,2948,777,2782,15,45,60,14,26,40,429,55,1541
6669,2021-06-09,Sarawak,3531,977,3356,86,423,509,131,413,544,614,168,1781
6670,2021-06-09,Selangor,5768,2127,5444,134,248,382,115,195,310,1341,481,2628
6671,2021-06-09,Terengganu,1407,641,1367,8,20,28,9,30,39,252,54,608
6672,2021-06-09,W.P. Kuala Lumpur,4198,1140,4013,1,69,70,3,101,104,747,47,1696
6673,2021-06-09,W.P. Labuan,122,72,106,0,6,6,0,6,6,64,5,60
6674,2021-06-09,W.P. Putrajaya,397,31,377,1,4,5,1,2,3,27,3,266
6675,2021-06-10,Johor,5160,1385,4998,98,168,266,77,142,219,1115,174,2903
6676,2021-06-10,Kedah,2755,661,2639,1,29,30,0,53,53,377,2,1483
6677,2021-06-10,Kelantan,2743,622,2599,8,72,80,9,80,89,455,25,1347
6678,2021-06-10,Melaka,1101,290,1009,7,28,35,9,35,44,282,14,618
6679,2021-06-10,Negeri Sembilan,1431,935,1351,6,156,162,6,88,94,710,7,468
6680,2021-06-10,Pahang,2250,842,2182,6,41,47,6,44,50,259,28,985
6681,2021-06-10,Perak,2728,480,2635,0,24,24,1,36,37,211,10,1656
6682,2021-06-10,Perlis,487,87,471,13,2,15,6,1,7,27,18,255
6683,2021-06-10,Pulau Pinang,1292,319,1232,0,20,20,0,25,25,171,0,665
6684,2021-06-10,Sabah,2948,777,2782,18,47,65,14,40,54,428,51,1581
6685,2021-06-10,Sarawak,3531,1001,3356,152,331,483,116,500,616,596,179,1808
6686,2021-06-10,Selangor,5768,2147,5444,193,267,460,90,256,346,1343,543,2599
6687,2021-06-10,Terengganu,1407,641,1367,12,28,40,8,21,29,257,54,633
6688,2021-06-10,W.P. Kuala Lumpur,4198,1140,4013,21,88,109,6,90,96,743,71,1672
6689,2021-06-10,W.P. Labuan,122,72,99,0,0,0,0,0,0,56,1,56
6690,2021-06-10,W.P. Putrajaya,397,31,377,4,5,9,3,10,13,22,4,279
6691,2021-06-11,Johor,5160,1485,4998,122,152,274,80,151,231,1089,192,2782
6692,2021-06-11,Kedah,2755,661,2639,1,40,41,0,47,47,359,13,1394
6693,2021-06-11,Kelantan,2743,622,2599,8,68,76,5,66,71,455,28,1294
6694,2021-06-11,Melaka,1101,290,1009,7,17,24,5,36,41,262,17,635
6695,2021-06-11,Negeri Sembilan,1431,935,1351,2,106,108,3,106,109,690,6,477
6696,2021-06-11,Pahang,2250,842,2182,9,30,39,11,34,45,250,27,962
6697,2021-06-11,Perak,2728,480,2635,1,23,24,1,39,40,191,18,1606
6698,2021-06-11,Perlis,487,87,471,13,0,13,2,4,6,22,25,250
6699,2021-06-11,Pulau Pinang,1292,319,1232,0,30,30,0,34,34,162,0,657
6700,2021-06-11,Sabah,3120,787,2954,21,76,97,20,31,51,441,57,1610
6701,2021-06-11,Sarawak,3531,1001,3356,176,391,567,88,454,542,600,184,1842
6702,2021-06-11,Selangor,5768,2167,5444,162,262,424,133,209,342,1385,559,2605
6703,2021-06-11,Terengganu,1407,641,1367,11,13,24,4,26,30,242,57,597
6704,2021-06-11,W.P. Kuala Lumpur,4198,1140,4013,15,90,105,7,61,68,743,73,1710
6705,2021-06-11,W.P. Labuan,122,72,99,5,3,8,0,0,0,59,6,74
6706,2021-06-11,W.P. Putrajaya,397,31,377,0,2,2,3,5,8,19,1,272
6707,2021-06-12,Johor,5160,1485,4998,96,98,194,77,99,176,1095,150,2871
6708,2021-06-12,Kedah,2755,661,2639,1,40,41,0,52,52,331,1,1442
6709,2021-06-12,Kelantan,2743,622,2599,4,62,66,7,49,56,464,26,1254
6710,2021-06-12,Melaka,1101,290,1009,7,35,42,5,33,38,267,7,630
6711,2021-06-12,Negeri Sembilan,1431,935,1351,6,120,126,2,98,100,680,9,479
6712,2021-06-12,Pahang,2250,842,2182,5,36,41,9,69,78,221,22,934
6713,2021-06-12,Perak,2728,480,2635,0,23,23,2,36,38,175,16,1516
6714,2021-06-12,Perlis,487,87,471,18,3,21,1,1,2,24,31,261
6715,2021-06-12,Pulau Pinang,1292,319,1232,0,29,29,0,31,31,159,0,602
6716,2021-06-12,Sabah,3120,797,2954,10,51,61,6,46,52,428,60,1536
6717,2021-06-12,Sarawak,3531,1001,3356,141,408,549,80,320,400,595,179,1755
6718,2021-06-12,Selangor,5768,2139,5441,117,250,367,93,227,320,1380,527,2476
6719,2021-06-12,Terengganu,1407,641,1367,10,22,32,13,59,72,203,54,618
6720,2021-06-12,W.P. Kuala Lumpur,4198,1140,4013,9,103,112,10,92,102,885,56,1586
6721,2021-06-12,W.P. Labuan,122,72,99,0,0,0,0,0,0,40,5,63
6722,2021-06-12,W.P. Putrajaya,397,31,377,1,5,6,1,4,5,20,1,260
6723,2021-06-13,Johor,5160,1485,4998,70,83,153,61,119,180,1044,175,2866
6724,2021-06-13,Kedah,2755,661,2639,0,38,38,0,18,18,351,0,1476
6725,2021-06-13,Kelantan,2743,622,2599,7,57,64,8,72,80,444,25,1346
6726,2021-06-13,Melaka,1101,290,1009,7,32,39,4,28,32,271,10,655
6727,2021-06-13,Negeri Sembilan,1431,991,1351,9,127,136,4,89,93,694,14,479
6728,2021-06-13,Pahang,2250,842,2182,5,24,29,7,30,37,226,21,890
6729,2021-06-13,Perak,2728,480,2635,0,15,15,0,29,29,165,18,1477
6730,2021-06-13,Perlis,487,87,471,5,3,8,1,3,4,22,13,285
6731,2021-06-13,Pulau Pinang,1292,319,1232,0,28,28,0,15,15,161,0,580
6732,2021-06-13,Sabah,3120,797,2954,22,47,69,17,37,54,419,65,1513
6733,2021-06-13,Sarawak,3531,1001,3356,168,387,555,101,530,631,594,184,1750
6734,2021-06-13,Selangor,5768,2139,5441,156,246,402,125,217,342,1364,523,2449
6735,2021-06-13,Terengganu,1407,641,1367,3,28,31,12,30,42,200,45,607
6736,2021-06-13,W.P. Kuala Lumpur,4198,1140,4013,5,92,97,4,54,58,787,60,1646
6737,2021-06-13,W.P. Labuan,122,72,99,4,23,27,1,26,27,80,9,72
6738,2021-06-13,W.P. Putrajaya,397,31,377,1,6,7,0,4,4,22,2,243
6739,2021-06-14,Johor,5160,1485,4998,114,118,232,64,147,211,975,183,3185
6740,2021-06-14,Kedah,2755,661,2639,1,39,40,0,37,37,341,3,1571
6741,2021-06-14,Kelantan,2743,622,2599,6,39,45,12,82,94,400,18,1362
6742,2021-06-14,Melaka,1101,290,1009,12,35,47,10,27,37,278,11,650
6743,2021-06-14,Negeri Sembilan,1431,991,1351,1,149,150,7,76,83,708,8,505
6744,2021-06-14,Pahang,2250,842,2182,9,22,31,2,26,28,219,29,914
6745,2021-06-14,Perak,2728,480,2635,1,20,21,0,29,29,162,14,1486
6746,2021-06-14,Perlis,487,87,471,12,1,13,1,2,3,21,17,271
6747,2021-06-14,Pulau Pinang,1292,319,1232,0,25,25,0,31,31,160,0,607
6748,2021-06-14,Sabah,3120,797,2954,8,51,59,21,27,48,429,52,1546
6749,2021-06-14,Sarawak,3531,1001,3356,136,418,554,85,483,568,612,171,1739
6750,2021-06-14,Selangor,5768,2139,5441,134,240,374,122,233,355,1364,508,2588
6751,2021-06-14,Terengganu,1407,641,1367,2,18,20,16,37,53,180,31,596
6752,2021-06-14,W.P. Kuala Lumpur,4198,1140,4013,6,63,69,2,65,67,781,61,1667
6753,2021-06-14,W.P. Labuan,122,72,99,1,0,1,0,0,0,72,14,71
6754,2021-06-14,W.P. Putrajaya,397,31,377,0,3,3,0,3,3,22,2,224
6755,2021-06-15,Johor,5160,1485,4998,126,131,257,123,140,263,954,201,2965
6756,2021-06-15,Kedah,2755,661,2639,2,53,55,0,35,35,349,2,1555
6757,2021-06-15,Kelantan,2743,622,2599,7,76,83,9,41,50,429,14,1396
6758,2021-06-15,Melaka,1101,290,1009,2,19,21,5,27,32,270,9,705
6759,2021-06-15,Negeri Sembilan,1431,991,1356,4,157,161,4,80,84,761,8,512
6760,2021-06-15,Pahang,2250,842,2182,8,24,32,14,35,49,207,22,976
6761,2021-06-15,Perak,2728,480,2635,1,19,20,0,29,29,154,16,1573
6762,2021-06-15,Perlis,487,87,471,7,1,8,3,4,7,17,14,275
6763,2021-06-15,Pulau Pinang,1292,319,1232,0,22,22,0,21,21,158,0,668
6764,2021-06-15,Sabah,3120,850,2954,18,35,53,9,40,49,419,58,1568
6765,2021-06-15,Sarawak,3679,1001,3496,160,533,693,98,628,726,611,184,1844
6766,2021-06-15,Selangor,5768,2201,5441,173,228,401,113,200,313,1380,560,2587
6767,2021-06-15,Terengganu,1407,641,1367,4,15,19,14,42,56,153,20,632
6768,2021-06-15,W.P. Kuala Lumpur,4198,1140,4013,8,89,97,13,78,91,788,70,1724
6769,2021-06-15,W.P. Labuan,122,72,99,0,0,0,0,10,10,70,13,63
6770,2021-06-15,W.P. Putrajaya,397,31,377,2,5,7,1,5,6,22,3,232
6771,2021-06-16,Johor,5160,1485,4998,94,114,208,95,120,215,933,191,2997
6772,2021-06-16,Kedah,2755,661,2639,0,37,37,0,33,33,346,1,1575
6773,2021-06-16,Kelantan,2743,622,2599,3,60,63,6,63,69,424,14,1397
6774,2021-06-16,Melaka,1101,290,1009,8,33,41,4,22,26,281,10,720
6775,2021-06-16,Negeri Sembilan,1431,991,1356,3,128,131,3,83,86,773,8,543
6776,2021-06-16,Pahang,2250,842,2175,9,17,26,6,43,49,180,24,1013
6777,2021-06-16,Perak,2728,448,2635,0,9,9,1,15,16,144,16,1665
6778,2021-06-16,Perlis,487,87,471,7,1,8,4,1,5,19,12,280
6779,2021-06-16,Pulau Pinang,1292,319,1232,0,19,19,0,20,20,153,0,679
6780,2021-06-16,Sabah,3120,850,2954,18,66,84,13,41,54,434,61,1476
6781,2021-06-16,Sarawak,3699,1001,3516,167,355,522,82,462,544,601,186,1912
6782,2021-06-16,Selangor,5768,2201,5441,157,235,392,106,269,375,1342,438,2717
6783,2021-06-16,Terengganu,1407,641,1367,7,11,18,6,25,31,139,24,708
6784,2021-06-16,W.P. Kuala Lumpur,4198,1140,4013,8,83,91,7,55,62,809,81,1800
6785,2021-06-16,W.P. Labuan,122,72,99,0,15,15,1,6,7,69,11,68
6786,2021-06-16,W.P. Putrajaya,397,31,377,2,6,8,0,5,5,22,5,237
6787,2021-06-17,Johor,5160,1485,4998,96,147,243,86,133,219,944,171,3040
6788,2021-06-17,Kedah,2755,661,2639,0,48,48,0,29,29,357,0,1578
6789,2021-06-17,Kelantan,2743,622,2547,10,74,84,11,57,68,431,13,1411
6790,2021-06-17,Melaka,1101,290,1009,5,34,39,5,24,29,291,10,693
6791,2021-06-17,Negeri Sembilan,1431,991,1356,3,144,147,2,77,79,802,9,548
6792,2021-06-17,Pahang,2250,842,2175,4,27,31,9,30,39,177,19,1003
6793,2021-06-17,Perak,2728,448,2635,1,8,9,0,29,29,123,18,1680
6794,2021-06-17,Perlis,487,87,471,3,0,3,0,0,0,19,11,261
6795,2021-06-17,Pulau Pinang,1292,319,1232,0,20,20,0,20,20,157,0,682
6796,2021-06-17,Sabah,3120,850,2954,6,61,67,16,45,61,435,54,1611
6797,2021-06-17,Sarawak,3699,1001,3516,132,593,725,98,353,451,611,179,1871
6798,2021-06-17,Selangor,5768,2204,5441,184,294,478,125,249,374,1367,523,2670
6799,2021-06-17,Terengganu,1407,641,1367,6,14,20,3,27,30,126,26,677
6800,2021-06-17,W.P. Kuala Lumpur,4198,1140,4013,6,76,82,8,66,74,818,69,1842
6801,2021-06-17,W.P. Labuan,122,72,99,0,0,0,1,7,8,73,8,68
6802,2021-06-17,W.P. Putrajaya,397,31,377,3,4,7,4,8,12,18,5,247
6803,2021-06-18,Johor,5160,1485,4998,127,136,263,70,161,231,923,219,2866
6804,2021-06-18,Kedah,2755,661,2639,0,46,46,0,44,44,355,0,1574
6805,2021-06-18,Kelantan,2743,622,2547,7,54,61,9,62,71,437,11,1312
6806,2021-06-18,Melaka,1101,290,1009,10,36,46,9,30,39,296,11,681
6807,2021-06-18,Negeri Sembilan,1431,991,1362,2,154,156,3,75,78,869,5,506
6808,2021-06-18,Pahang,2250,842,2175,9,23,32,6,27,33,174,23,951
6809,2021-06-18,Perak,2728,448,2635,0,16,16,0,19,19,124,15,1700
6810,2021-06-18,Perlis,487,87,471,5,2,7,0,3,3,18,13,260
6811,2021-06-18,Pulau Pinang,1292,319,1232,0,16,16,0,26,26,140,0,662
6812,2021-06-18,Sabah,3120,850,2954,18,36,54,4,39,43,430,61,1623
6813,2021-06-18,Sarawak,3699,1001,3516,196,495,691,74,491,565,599,221,1884
6814,2021-06-18,Selangor,5768,2210,5441,197,266,463,85,239,324,1386,474,2673
6815,2021-06-18,Terengganu,1407,641,1367,9,16,25,4,19,23,123,31,681
6816,2021-06-18,W.P. Kuala Lumpur,4198,1144,4013,13,118,131,5,87,92,853,88,1787
6817,2021-06-18,W.P. Labuan,122,72,99,0,0,0,2,12,14,70,2,63
6818,2021-06-18,W.P. Putrajaya,397,31,377,2,0,2,1,3,4,15,6,240
6819,2021-06-19,Johor,5160,1485,4998,82,112,194,78,89,167,935,172,2855
6820,2021-06-19,Kedah,2755,661,2639,5,30,35,0,24,24,345,5,1508
6821,2021-06-19,Kelantan,2743,622,2547,6,69,75,2,54,56,450,15,1278
6822,2021-06-19,Melaka,1101,290,1009,7,44,51,6,22,28,316,11,671
6823,2021-06-19,Negeri Sembilan,1431,991,1362,5,141,146,3,88,91,845,9,533
6824,2021-06-19,Pahang,2116,772,2041,0,12,12,0,10,10,93,1,727
6825,2021-06-19,Perak,2728,448,2635,1,17,18,0,20,20,123,12,1601
6826,2021-06-19,Perlis,487,87,471,5,0,5,0,0,0,18,12,243
6827,2021-06-19,Pulau Pinang,1292,319,1232,0,9,9,0,16,16,121,0,644
6828,2021-06-19,Sabah,3120,850,2954,18,65,83,13,47,60,428,64,1540
6829,2021-06-19,Sarawak,3699,1001,3516,163,387,550,106,564,670,592,198,1818
6830,2021-06-19,Selangor,5768,2210,5441,200,221,421,79,232,311,1358,473,2619
6831,2021-06-19,Terengganu,1407,641,1367,5,12,17,6,24,30,113,26,666
6832,2021-06-19,W.P. Kuala Lumpur,4198,1140,4013,17,73,90,7,99,106,820,88,1819
6833,2021-06-19,W.P. Labuan,122,72,99,2,6,8,0,0,0,75,4,69
6834,2021-06-19,W.P. Putrajaya,397,31,377,1,2,3,4,3,7,14,3,244
6835,2021-06-20,Johor,5160,1485,4998,111,117,228,81,94,175,945,195,2947
6836,2021-06-20,Kedah,2755,661,2639,2,34,36,0,36,36,337,6,1541
6837,2021-06-20,Kelantan,2743,622,2547,7,63,70,2,67,69,446,20,1384
6838,2021-06-20,Melaka,1101,290,1009,9,28,37,11,27,38,317,11,632
6839,2021-06-20,Negeri Sembilan,1431,1084,1362,8,118,126,2,84,86,830,15,496
6840,2021-06-20,Pahang,2250,842,2175,9,19,28,6,24,30,168,18,986
6841,2021-06-20,Perak,2728,448,2635,3,21,24,1,12,13,133,11,1568
6842,2021-06-20,Perlis,487,87,471,8,4,12,1,2,3,22,11,254
6843,2021-06-20,Pulau Pinang,1292,319,1232,0,25,25,0,14,14,126,0,620
6844,2021-06-20,Sabah,3120,850,2954,13,42,55,13,39,52,403,65,1471
6845,2021-06-20,Sarawak,3699,1001,3516,132,308,440,127,427,554,578,183,1796
6846,2021-06-20,Selangor,5768,2250,5441,125,292,417,81,228,309,1400,480,2558
6847,2021-06-20,Terengganu,1407,641,1367,7,17,24,5,15,20,108,21,717
6848,2021-06-20,W.P. Kuala Lumpur,4198,1140,4013,5,118,123,9,77,86,799,86,1723
6849,2021-06-20,W.P. Labuan,122,72,99,0,0,0,0,10,10,63,4,66
6850,2021-06-20,W.P. Putrajaya,397,25,377,1,3,4,0,4,4,13,4,213
6851,2021-06-21,Johor,5160,1485,4998,112,120,232,94,105,199,935,209,2958
6852,2021-06-21,Kedah,2755,661,2639,3,25,28,0,24,24,335,5,1561
6853,2021-06-21,Kelantan,2743,622,2547,7,39,46,10,78,88,403,17,1371
6854,2021-06-21,Melaka,1101,290,1009,3,27,30,7,23,30,318,7,633
6855,2021-06-21,Negeri Sembilan,1431,1084,1362,10,131,141,9,93,102,832,16,501
6856,2021-06-21,Pahang,2250,842,2175,2,34,36,6,30,36,169,16,972
6857,2021-06-21,Perak,2728,448,2635,0,18,18,1,27,28,121,9,1645
6858,2021-06-21,Perlis,487,87,471,5,0,5,0,3,3,19,12,250
6859,2021-06-21,Pulau Pinang,1292,319,1232,0,12,12,0,22,22,115,0,640
6860,2021-06-21,Sabah,3120,850,2954,18,39,57,20,32,52,402,62,1528
6861,2021-06-21,Sarawak,3699,1001,3516,130,433,563,84,365,449,586,189,1847
6862,2021-06-21,Selangor,5768,2250,5441,150,248,398,107,205,312,1415,492,2714
6863,2021-06-21,Terengganu,1407,641,1367,8,12,20,5,26,31,99,30,733
6864,2021-06-21,W.P. Kuala Lumpur,4198,1112,4013,10,87,97,5,68,73,828,78,1804
6865,2021-06-21,W.P. Labuan,122,72,99,0,0,0,0,14,14,58,5,67
6866,2021-06-21,W.P. Putrajaya,397,25,377,1,4,5,2,0,2,17,3,229
6867,2021-06-22,Johor,5160,1485,4998,146,109,255,110,113,223,923,256,2976
6868,2021-06-22,Kedah,2755,661,2639,2,37,39,0,37,37,335,2,1274
6869,2021-06-22,Kelantan,2743,622,2547,4,47,51,6,56,62,387,14,1401
6870,2021-06-22,Melaka,1101,290,1009,3,52,55,7,34,41,332,11,637
6871,2021-06-22,Negeri Sembilan,1431,1084,1362,2,122,124,7,103,110,808,16,526
6872,2021-06-22,Pahang,2250,842,2175,9,32,41,4,11,15,189,21,1000
6873,2021-06-22,Perak,2728,448,2635,0,26,26,1,17,18,131,9,1694
6874,2021-06-22,Perlis,487,87,471,9,2,11,1,1,2,18,12,258
6875,2021-06-22,Pulau Pinang,1292,319,1232,0,17,17,0,13,13,118,0,668
6876,2021-06-22,Sabah,3120,850,2954,29,47,76,17,41,58,382,65,1515
6877,2021-06-22,Sarawak,3699,1001,3516,198,472,670,80,578,658,573,192,1887
6878,2021-06-22,Selangor,5773,2262,5446,94,327,421,88,233,321,1422,466,2733
6879,2021-06-22,Terengganu,1407,641,1367,9,5,14,9,6,15,98,31,814
6880,2021-06-22,W.P. Kuala Lumpur,4436,1135,4231,8,123,131,4,65,69,892,75,1778
6881,2021-06-22,W.P. Labuan,122,72,99,3,11,14,0,3,3,54,8,69
6882,2021-06-22,W.P. Putrajaya,397,25,377,0,4,4,0,1,1,20,3,232
6883,2021-06-23,Johor,5160,1485,4998,155,112,267,103,139,242,876,239,2962
6884,2021-06-23,Kedah,2755,661,2639,0,30,30,0,33,33,315,1,1606
6885,2021-06-23,Kelantan,2743,622,2547,8,41,49,4,68,72,360,18,1370
6886,2021-06-23,Melaka,1101,290,1009,6,33,39,8,38,46,365,9,599
6887,2021-06-23,Negeri Sembilan,1431,1084,1362,2,138,140,4,100,104,819,12,469
6888,2021-06-23,Pahang,2250,842,2175,25,50,75,6,7,13,213,17,1025
6889,2021-06-23,Perak,2728,448,2635,9,23,32,1,15,16,138,15,1743
6890,2021-06-23,Perlis,487,87,471,16,1,17,2,2,4,17,19,260
6891,2021-06-23,Pulau Pinang,1292,319,1232,0,16,16,0,18,18,116,0,683
6892,2021-06-23,Sabah,3120,850,2954,18,38,56,17,43,60,370,59,1575
6893,2021-06-23,Sarawak,3699,1001,3516,167,462,629,102,553,655,538,190,2007
6894,2021-06-23,Selangor,6168,2262,5841,151,273,424,100,281,381,1408,507,2677
6895,2021-06-23,Terengganu,1407,641,1367,6,20,26,7,16,23,101,30,718
6896,2021-06-23,W.P. Kuala Lumpur,4436,1157,4231,7,147,154,9,111,120,886,80,1807
6897,2021-06-23,W.P. Labuan,122,72,99,3,11,14,1,1,2,74,10,58
6898,2021-06-23,W.P. Putrajaya,397,25,377,0,4,4,0,1,1,20,3,231
6899,2021-06-24,Johor,5160,1545,4998,137,123,260,117,127,244,864,227,2971
6900,2021-06-24,Kedah,2755,661,2639,1,29,30,0,67,67,300,1,1578
6901,2021-06-24,Kelantan,2743,592,2547,12,43,55,17,75,92,329,13,1344
6902,2021-06-24,Melaka,1101,290,1009,6,25,31,5,33,38,357,10,576
6903,2021-06-24,Negeri Sembilan,1431,1084,1362,8,158,166,5,100,105,844,15,478
6904,2021-06-24,Pahang,2250,842,2175,8,41,49,4,28,32,239,50,942
6905,2021-06-24,Perak,2728,448,2635,1,30,31,2,11,13,153,10,1782
6906,2021-06-24,Perlis,487,87,471,8,5,13,2,4,6,18,17,244
6907,2021-06-24,Pulau Pinang,1292,319,1239,0,20,20,0,14,14,119,0,715
6908,2021-06-24,Sabah,3120,850,2954,15,43,58,14,37,51,370,58,1596
6909,2021-06-24,Sarawak,3699,1001,3516,134,417,551,93,408,501,527,175,1967
6910,2021-06-24,Selangor,6168,2286,5829,181,296,477,128,232,360,1457,479,2669
6911,2021-06-24,Terengganu,1331,565,1291,5,3,8,7,9,16,92,28,734
6912,2021-06-24,W.P. Kuala Lumpur,4436,1157,4231,10,127,137,2,90,92,914,99,1740
6913,2021-06-24,W.P. Labuan,122,72,99,0,4,4,2,2,4,76,6,67
6914,2021-06-24,W.P. Putrajaya,397,25,377,2,1,3,2,3,5,17,4,244
6915,2021-06-25,Johor,5160,1545,4998,124,81,205,88,100,188,830,181,2946
6916,2021-06-25,Kedah,2755,661,2639,2,35,37,0,26,26,296,2,1580
6917,2021-06-25,Kelantan,2743,584,2599,13,32,45,12,56,68,306,13,1265
6918,2021-06-25,Melaka,1101,290,1009,0,36,36,0,26,26,367,10,592
6919,2021-06-25,Negeri Sembilan,1431,1084,1362,5,149,154,10,86,96,873,10,504
6920,2021-06-25,Pahang,2250,842,2175,4,39,43,5,26,31,251,47,950
6921,2021-06-25,Perak,2728,399,2635,0,19,19,0,13,13,155,11,1730
6922,2021-06-25,Perlis,487,87,471,6,0,6,1,4,5,14,15,259
6923,2021-06-25,Pulau Pinang,1292,319,1237,0,18,18,0,15,15,122,0,693
6924,2021-06-25,Sabah,3120,850,2954,16,37,53,13,42,55,354,57,1575
6925,2021-06-25,Sarawak,3699,1001,3516,112,440,552,77,629,706,533,160,1905
6926,2021-06-25,Selangor,6568,2310,6224,185,250,435,142,203,345,1562,453,2584
6927,2021-06-25,Terengganu,1331,565,1291,5,1,6,7,13,20,74,26,755
6928,2021-06-25,W.P. Kuala Lumpur,4436,1157,4231,8,69,77,1,47,48,438,13,1077
6929,2021-06-25,W.P. Labuan,122,72,99,3,0,3,1,0,1,71,8,71
6930,2021-06-25,W.P. Putrajaya,397,25,377,3,6,9,4,5,9,18,4,244
6931,2021-06-26,Johor,5160,1545,4998,110,79,189,97,113,210,784,189,3009
6932,2021-06-26,Kedah,2755,661,2639,1,31,32,0,34,34,297,2,1573
6933,2021-06-26,Kelantan,2743,584,2599,13,29,42,4,46,50,289,23,1275
6934,2021-06-26,Melaka,1101,290,1009,6,36,42,2,48,50,355,14,553
6935,2021-06-26,Negeri Sembilan,1431,1084,1362,2,134,136,6,194,200,874,6,449
6936,2021-06-26,Pahang,2250,842,2175,3,41,44,3,20,23,268,42,990
6937,2021-06-26,Perak,2728,399,2635,2,23,25,0,13,13,168,14,1606
6938,2021-06-26,Perlis,487,87,471,3,4,7,0,2,2,16,14,255
6939,2021-06-26,Pulau Pinang,1292,319,1237,0,21,21,0,21,21,112,0,659
6940,2021-06-26,Sabah,3120,850,2954,13,55,68,11,37,48,370,49,1464
6941,2021-06-26,Sarawak,3699,1001,3516,143,417,560,114,383,497,545,162,1900
6942,2021-06-26,Selangor,6568,2310,6224,135,245,380,97,260,357,1484,412,2465
6943,2021-06-26,Terengganu,1331,565,1291,6,15,21,10,13,23,82,22,9
6944,2021-06-26,W.P. Kuala Lumpur,4436,1161,4231,12,146,158,3,80,83,976,101,1652
6945,2021-06-26,W.P. Labuan,122,72,99,6,8,14,1,0,1,72,13,71
6946,2021-06-26,W.P. Putrajaya,397,25,377,0,0,0,0,6,6,12,4,257
6947,2021-06-27,Johor,5160,1545,4998,94,97,191,102,77,179,774,202,2974
6948,2021-06-27,Kedah,2755,661,2639,4,29,33,1,9,10,324,4,1652
6949,2021-06-27,Kelantan,2743,584,2599,4,28,32,3,45,48,269,24,1372
6950,2021-06-27,Melaka,1101,290,1009,8,48,56,7,34,41,369,15,560
6951,2021-06-27,Negeri Sembilan,1431,1084,1362,3,132,135,1,101,102,861,8,451
6952,2021-06-27,Pahang,2250,842,2175,5,46,51,5,9,14,301,42,881
6953,2021-06-27,Perak,2728,399,2635,1,23,24,0,18,18,170,13,1626
6954,2021-06-27,Perlis,487,87,471,6,0,6,1,0,1,16,14,263
6955,2021-06-27,Pulau Pinang,1292,319,1237,0,21,21,0,15,15,116,0,626
6956,2021-06-27,Sabah,3120,850,2954,13,19,32,11,15,26,181,46,1233
6957,2021-06-27,Sarawak,3699,1001,3516,143,284,427,75,340,415,539,170,1795
6958,2021-06-27,Selangor,6568,2420,6166,152,289,441,70,201,271,1578,472,2502
6959,2021-06-27,Terengganu,1331,565,1291,14,10,24,7,12,19,80,29,691
6960,2021-06-27,W.P. Kuala Lumpur,4436,1161,4231,17,118,135,5,85,90,1005,93,1675
6961,2021-06-27,W.P. Labuan,122,72,99,2,3,5,1,1,2,76,14,64
6962,2021-06-27,W.P. Putrajaya,397,25,377,0,1,1,1,3,4,10,3,253
6963,2021-06-28,Johor,5160,1545,4998,122,76,198,87,119,206,711,188,3041
6964,2021-06-28,Kedah,2755,661,2639,1,25,26,0,39,39,309,1,1673
6965,2021-06-28,Kelantan,2743,565,2599,4,54,58,9,40,49,280,19,1427
