,date,state,beds,beds_covid,beds_noncrit,admitted_pui,admitted_covid,admitted_total,discharged_pui,discharged_covid,discharged_total,hosp_covid,hosp_pui,hosp_noncovid
0,2020-03-24,Johor,1440,434,1408,0,0,0,0,0,0,18,9,1
1,2020-03-24,Kedah,1218,143,1183,0,0,0,0,0,0,46,5,12
2,2020-03-24,Kelantan,1463,280,1424,9,6,15,1,0,1,78,58,23
3,2020-03-24,Melaka,1091,82,1065,0,0,0,0,0,0,19,10,12
4,2020-03-24,Negeri Sembilan,1223,253,1205,0,0,0,0,0,0,90,13,8
5,2020-03-24,Pahang,851,87,830,0,0,0,0,0,0,36,14,14
6,2020-03-24,Perak,1706,211,1667,0,0,0,0,1,1,78,40,6
7,2020-03-24,Perlis,508,12,495,0,0,0,0,0,0,7,8,8
8,2020-03-24,Pulau Pinang,1158,86,1132,0,0,0,0,0,0,68,2,8
9,2020-03-24,Sabah,2598,605,2528,0,0,0,0,0,0,161,46,35
10,2020-03-24,Sarawak,2390,418,2327,0,0,0,0,0,0,73,85,29
11,2020-03-24,Selangor,887,504,783,5,16,21,0,24,24,261,39,184
12,2020-03-24,Terengganu,1232,215,1209,0,0,0,0,0,0,9,6,14
13,2020-03-24,W.P. Kuala Lumpur,1570,248,1537,0,0,0,0,0,0,70,15,1
14,2020-03-24,W.P. Labuan,122,9,115,0,0,0,0,0,0,5,3,2
15,2020-03-25,Johor,1440,511,1408,20,14,34,26,0,26,134,120,1
16,2020-03-25,Kedah,1218,165,1183,17,5,22,0,0,0,94,31,14
17,2020-03-25,Kelantan,1365,66,1321,0,0,0,0,0,0,0,0,32
18,2020-03-25,Melaka,1091,95,1065,0,2,2,0,1,1,38,11,8
19,2020-03-25,Negeri Sembilan,1223,262,1205,1,16,17,2,5,7,98,2,7
20,2020-03-25,Pahang,763,114,742,1,4,5,9,1,10,11,40,13
21,2020-03-25,Perak,2011,311,1964,28,5,33,0,0,0,94,46,16
22,2020-03-25,Perlis,508,12,495,0,1,1,17,1,18,10,21,9
23,2020-03-25,Pulau Pinang,1158,86,1132,6,2,8,2,4,6,43,4,8
24,2020-03-25,Sabah,2598,622,2528,6,0,6,0,0,0,167,58,24
25,2020-03-25,Sarawak,2390,418,2327,7,5,12,5,4,9,78,63,29
26,2020-03-25,Selangor,845,476,741,7,33,40,0,6,6,281,55,73
27,2020-03-25,Terengganu,1117,215,1094,3,1,4,0,0,0,35,70,13
28,2020-03-25,W.P. Kuala Lumpur,1570,248,1537,4,22,26,0,0,0,146,25,0
29,2020-03-25,W.P. Labuan,122,10,115,1,0,1,0,0,0,0,1,2
30,2020-03-26,Johor,1440,511,1408,5,7,12,0,3,3,170,30,184
31,2020-03-26,Kedah,1218,165,1183,1,5,6,0,0,0,52,6,670
32,2020-03-26,Kelantan,1573,274,1529,10,12,22,4,0,4,89,62,679
33,2020-03-26,Melaka,1091,95,1065,0,0,0,0,0,0,0,0,14
34,2020-03-26,Negeri Sembilan,1223,262,1205,2,14,16,0,2,2,106,3,467
35,2020-03-26,Pahang,763,114,742,4,4,8,0,0,0,44,15,257
36,2020-03-26,Perak,2011,311,1964,16,4,20,3,0,3,149,30,807
37,2020-03-26,Perlis,508,12,495,1,0,1,0,0,0,0,3,226
38,2020-03-26,Pulau Pinang,1158,86,1132,0,4,4,2,3,5,52,2,480
39,2020-03-26,Sabah,2598,622,2528,11,1,12,2,0,2,168,66,1174
40,2020-03-26,Sarawak,2390,418,2327,12,3,15,6,0,6,62,53,939
41,2020-03-26,Selangor,845,476,741,8,23,31,14,13,27,283,34,144
42,2020-03-26,Terengganu,1117,215,1094,0,0,0,0,0,0,36,99,587
43,2020-03-26,W.P. Kuala Lumpur,1570,248,1537,4,12,16,9,10,19,136,21,698
44,2020-03-26,W.P. Labuan,122,10,115,7,0,7,0,0,0,0,8,81
45,2020-03-27,Johor,1440,511,1408,40,20,60,0,0,0,199,33,48
46,2020-03-27,Kedah,1218,165,1183,1,4,5,1,6,7,50,6,584
47,2020-03-27,Kelantan,1573,274,1529,13,7,20,7,5,12,94,68,689
48,2020-03-27,Melaka,1091,95,1065,7,0,7,0,1,1,25,15,666
49,2020-03-27,Negeri Sembilan,1223,262,1205,2,6,8,14,11,25,103,4,515
50,2020-03-27,Pahang,763,114,742,11,2,13,4,0,4,49,19,297
51,2020-03-27,Perak,2011,311,1964,13,7,20,1,0,1,159,42,802
52,2020-03-27,Perlis,508,12,495,0,0,0,0,0,0,0,3,5
53,2020-03-27,Pulau Pinang,1158,86,1132,0,3,3,0,2,2,47,0,478
54,2020-03-27,Sabah,2598,622,2528,5,1,6,4,8,12,161,67,1102
55,2020-03-27,Sarawak,2390,418,2327,19,5,24,5,1,6,66,61,1157
56,2020-03-27,Selangor,845,476,741,7,28,35,6,8,14,281,35,66
57,2020-03-27,Terengganu,1117,215,1094,1,0,1,0,0,0,36,100,534
58,2020-03-27,W.P. Kuala Lumpur,1570,248,1537,6,16,22,10,12,22,152,20,675
59,2020-03-27,W.P. Labuan,122,10,115,7,0,7,0,0,0,0,7,73
60,2020-03-28,Johor,1440,459,1373,26,13,39,0,16,16,212,39,52
61,2020-03-28,Kedah,1218,165,1183,0,2,2,3,1,4,50,3,622
62,2020-03-28,Kelantan,1614,309,1570,4,10,14,0,3,3,82,89,581
63,2020-03-28,Melaka,1091,95,1065,6,7,13,0,1,1,31,10,607
64,2020-03-28,Negeri Sembilan,1223,262,1205,0,11,11,17,13,30,103,2,470
65,2020-03-28,Pahang,1520,180,1473,10,8,18,9,13,22,50,43,644
66,2020-03-28,Perak,2619,321,2551,16,9,25,3,0,3,166,58,1140
67,2020-03-28,Perlis,508,12,495,0,0,0,1,0,1,0,2,211
68,2020-03-28,Pulau Pinang,1158,86,1132,1,5,6,0,8,8,45,1,431
69,2020-03-28,Sabah,2598,678,2528,10,12,22,0,0,0,173,77,1112
70,2020-03-28,Sarawak,2390,418,2327,11,10,21,9,1,10,85,66,1124
71,2020-03-28,Selangor,845,476,741,18,35,53,3,19,22,289,46,55
72,2020-03-28,Terengganu,1202,215,1179,2,3,5,9,0,9,39,93,556
73,2020-03-28,W.P. Kuala Lumpur,1570,278,1537,11,31,42,4,9,13,166,34,661
74,2020-03-28,W.P. Labuan,122,15,115,1,0,1,4,0,4,0,5,58
75,2020-03-29,Johor,1440,459,1373,51,26,77,22,0,22,229,79,267
76,2020-03-29,Kedah,1218,165,1183,2,1,3,0,3,3,48,4,568
77,2020-03-29,Kelantan,1614,309,1570,5,7,12,1,6,7,106,70,671
78,2020-03-29,Melaka,1091,95,1065,5,4,9,5,2,7,32,9,569
79,2020-03-29,Negeri Sembilan,1223,262,1205,4,14,18,0,9,9,108,6,462
80,2020-03-29,Pahang,1520,180,1473,8,24,32,6,2,8,68,45,605
81,2020-03-29,Perak,2619,321,2551,4,8,12,7,14,21,155,46,1041
82,2020-03-29,Perlis,508,12,495,3,0,3,1,0,1,0,3,221
83,2020-03-29,Pulau Pinang,1158,86,1132,0,1,1,1,7,8,39,0,438
84,2020-03-29,Sabah,2598,678,2528,10,13,23,4,1,5,186,83,1036
85,2020-03-29,Sarawak,2390,418,2327,6,11,17,3,0,3,65,44,1073
86,2020-03-29,Selangor,845,476,741,5,37,42,8,23,31,300,45,48
87,2020-03-29,Terengganu,1202,215,1179,0,3,3,0,0,0,42,93,529
88,2020-03-29,W.P. Kuala Lumpur,1570,278,1537,6,22,28,1,27,28,162,36,629
89,2020-03-29,W.P. Labuan,122,15,115,0,0,0,0,0,0,0,5,59
90,2020-03-30,Johor,1440,459,1373,17,24,41,9,22,31,234,51,10
91,2020-03-30,Kedah,1218,165,1183,4,2,6,0,3,3,47,8,640
92,2020-03-30,Kelantan,1614,309,1570,10,19,29,17,6,23,103,56,669
93,2020-03-30,Melaka,1091,95,1065,2,4,6,2,1,3,35,10,566
94,2020-03-30,Negeri Sembilan,1223,262,1205,2,9,11,0,1,1,112,6,468
95,2020-03-30,Pahang,1520,180,1473,5,0,5,4,4,8,64,44,658
96,2020-03-30,Perak,2619,321,2551,9,5,14,3,1,4,162,35,1161
97,2020-03-30,Perlis,508,12,495,3,1,4,0,0,0,1,4,220
98,2020-03-30,Pulau Pinang,1158,86,1132,0,35,35,0,5,5,35,0,427
99,2020-03-30,Sabah,2598,678,2528,4,3,7,7,0,7,189,80,1036
100,2020-03-30,Sarawak,2390,418,2327,9,9,18,8,0,8,70,41,1188
101,2020-03-30,Selangor,845,476,741,7,11,18,8,16,24,290,37,44
102,2020-03-30,Terengganu,1202,215,1179,6,2,8,11,0,11,44,88,543
103,2020-03-30,W.P. Kuala Lumpur,1570,378,1537,6,24,30,5,5,10,222,49,565
104,2020-03-30,W.P. Labuan,122,15,115,0,0,0,0,0,0,0,5,62
105,2020-03-31,Johor,1440,412,1373,7,14,21,0,0,0,224,76,170
106,2020-03-31,Kedah,1218,165,1183,4,0,4,4,3,7,44,8,544
107,2020-03-31,Kelantan,1614,309,1570,8,3,11,20,15,35,95,43,668
108,2020-03-31,Melaka,1091,95,1065,0,4,4,2,2,4,38,9,760
109,2020-03-31,Negeri Sembilan,1223,262,1205,2,10,12,0,4,4,121,5,506
110,2020-03-31,Pahang,1520,532,1473,16,3,19,13,6,19,62,41,636
111,2020-03-31,Perak,2619,331,2551,8,6,14,8,13,21,161,35,1087
112,2020-03-31,Perlis,508,12,495,5,0,5,0,0,0,1,7,234
113,2020-03-31,Pulau Pinang,1158,86,1132,1,6,7,0,8,8,33,1,458
114,2020-03-31,Sabah,2554,623,2478,6,6,12,11,1,12,194,81,1046
115,2020-03-31,Sarawak,2390,418,2327,10,5,15,15,5,20,74,36,1134
116,2020-03-31,Selangor,845,476,741,12,20,32,2,22,24,268,41,49
117,2020-03-31,Terengganu,1202,215,1179,0,0,0,0,0,0,44,88,549
118,2020-03-31,W.P. Kuala Lumpur,1570,438,1537,4,14,18,2,16,18,230,35,927
119,2020-03-31,W.P. Labuan,122,15,115,0,0,0,3,0,3,0,2,62
120,2020-04-01,Johor,1440,459,1373,13,10,23,2,0,2,244,70,10
121,2020-04-01,Kedah,1218,165,1183,0,1,1,3,2,5,44,1,546
122,2020-04-01,Kelantan,1614,309,1570,6,8,14,19,11,30,92,30,672
123,2020-04-01,Melaka,1091,95,1065,0,13,13,0,1,1,61,7,608
124,2020-04-01,Negeri Sembilan,1223,262,1205,1,7,8,1,1,2,126,4,504
125,2020-04-01,Pahang,1669,504,1622,17,3,20,6,1,7,65,49,620
126,2020-04-01,Perak,2619,322,2551,5,4,9,7,12,19,157,34,1078
127,2020-04-01,Perlis,508,12,495,0,0,0,1,0,1,1,6,235
128,2020-04-01,Pulau Pinang,1158,86,1132,0,2,2,1,2,3,27,0,467
129,2020-04-01,Sabah,2554,677,2478,10,3,13,8,0,8,197,85,1108
130,2020-04-01,Sarawak,2390,418,2327,14,27,41,1,3,4,134,48,1137
131,2020-04-01,Selangor,887,476,783,16,33,49,3,25,28,276,50,34
132,2020-04-01,Terengganu,1232,215,1209,7,1,8,12,2,14,43,82,559
133,2020-04-01,W.P. Kuala Lumpur,3443,552,3410,13,31,44,5,9,14,238,32,1239
134,2020-04-01,W.P. Labuan,122,15,115,1,0,1,0,0,0,0,3,73
135,2020-04-02,Johor,2646,474,2579,8,13,21,11,14,25,247,64,10
136,2020-04-02,Kedah,1218,165,1183,2,2,4,0,3,3,43,3,539
137,2020-04-02,Kelantan,1614,309,1570,1,2,3,9,5,14,89,22,689
138,2020-04-02,Melaka,1091,95,1065,1,0,1,0,2,2,51,7,13
139,2020-04-02,Negeri Sembilan,1223,262,1205,1,15,16,1,3,4,140,2,519
140,2020-04-02,Pahang,1669,504,1622,5,13,18,14,8,22,70,41,602
141,2020-04-02,Perak,2619,322,2551,9,3,12,6,17,23,140,37,1075
142,2020-04-02,Perlis,508,12,495,0,0,0,0,0,0,1,6,241
143,2020-04-02,Pulau Pinang,1158,86,1132,2,2,4,0,5,5,28,2,465
144,2020-04-02,Sabah,2554,690,2478,6,0,6,11,2,13,195,80,1109
145,2020-04-02,Sarawak,2390,418,2327,10,6,16,1,0,1,76,46,1093
146,2020-04-02,Selangor,887,476,783,6,58,64,11,24,35,316,39,35
147,2020-04-02,Terengganu,1232,215,1209,0,0,0,2,2,4,41,83,556
148,2020-04-02,W.P. Kuala Lumpur,3458,544,3425,5,13,18,3,13,16,235,30,888
149,2020-04-02,W.P. Labuan,122,15,115,2,0,2,0,0,0,0,5,67
150,2020-04-03,Johor,2646,474,2579,5,15,20,12,9,21,252,79,14
151,2020-04-03,Kedah,1218,165,1183,1,0,1,0,5,5,38,5,512
152,2020-04-03,Kelantan,1614,309,1570,5,3,8,7,17,24,75,19,678
153,2020-04-03,Melaka,1091,117,1065,2,5,7,0,1,1,58,5,556
154,2020-04-03,Negeri Sembilan,1223,262,1205,2,4,6,0,10,10,134,4,415
155,2020-04-03,Pahang,1669,504,1622,3,3,6,8,4,12,68,38,594
156,2020-04-03,Perak,2619,326,2551,7,5,12,6,10,16,135,31,1096
157,2020-04-03,Perlis,508,12,495,1,0,1,0,0,0,1,7,240
158,2020-04-03,Pulau Pinang,1158,86,1132,1,0,1,2,1,3,22,1,452
159,2020-04-03,Sabah,2554,690,2478,22,5,27,16,12,28,190,87,1100
160,2020-04-03,Sarawak,2390,418,2327,25,18,43,4,2,6,86,66,1122
161,2020-04-03,Selangor,887,476,783,10,50,60,15,38,53,327,33,34
162,2020-04-03,Terengganu,1232,215,1209,1,4,5,5,0,5,46,78,550
163,2020-04-03,W.P. Kuala Lumpur,3422,585,3389,11,49,60,2,12,14,289,27,1078
164,2020-04-03,W.P. Labuan,122,15,115,0,0,0,2,0,2,0,3,68
165,2020-04-04,Johor,2646,474,2579,5,17,22,10,10,20,249,91,10
166,2020-04-04,Kedah,1218,165,1183,1,0,1,2,5,7,33,3,496
167,2020-04-04,Kelantan,1614,309,1570,1,3,4,5,8,13,69,15,662
168,2020-04-04,Melaka,1091,215,1065,0,2,2,0,2,2,60,2,531
169,2020-04-04,Negeri Sembilan,1223,262,1205,2,3,5,3,4,7,129,5,484
170,2020-04-04,Pahang,1669,504,1622,7,32,39,21,1,22,98,20,558
171,2020-04-04,Perak,2619,326,2551,7,1,8,15,19,34,117,22,1119
172,2020-04-04,Perlis,508,12,495,0,0,0,0,0,0,1,7,224
173,2020-04-04,Pulau Pinang,1158,86,1132,0,1,1,2,3,5,21,0,446
174,2020-04-04,Sabah,2554,690,2478,6,9,15,5,21,26,177,89,1100
175,2020-04-04,Sarawak,2390,418,2327,19,36,55,8,3,11,121,62,1086
176,2020-04-04,Selangor,887,476,783,31,43,74,18,31,49,325,51,33
177,2020-04-04,Terengganu,1232,215,1209,1,14,15,6,0,6,60,73,547
178,2020-04-04,W.P. Kuala Lumpur,3426,598,3393,4,14,18,1,16,17,270,33,1089
179,2020-04-04,W.P. Labuan,122,15,115,1,0,1,1,0,1,0,3,72
180,2020-04-05,Johor,2646,474,2579,12,9,21,2,9,11,246,92,18
181,2020-04-05,Kedah,1218,165,1183,0,0,0,0,6,6,27,3,537
182,2020-04-05,Kelantan,1614,309,1570,1,4,5,4,11,15,62,12,665
183,2020-04-05,Melaka,1091,203,1065,6,1,7,0,1,1,57,10,532
184,2020-04-05,Negeri Sembilan,1223,262,1205,1,9,10,1,19,20,116,3,475
185,2020-04-05,Pahang,1669,504,1622,6,8,14,4,14,18,92,22,559
186,2020-04-05,Perak,2619,326,2551,14,5,19,4,15,19,107,32,1116
187,2020-04-05,Perlis,508,12,495,1,1,2,0,0,0,2,8,219
188,2020-04-05,Pulau Pinang,1158,86,1132,0,2,2,0,4,4,20,0,430
189,2020-04-05,Sabah,2554,706,2478,6,8,14,9,4,13,181,86,1084
190,2020-04-05,Sarawak,2390,418,2327,12,15,27,5,6,11,95,70,1077
191,2020-04-05,Selangor,887,476,783,23,52,75,19,32,51,338,61,32
192,2020-04-05,Terengganu,1232,215,1209,7,9,16,23,7,30,65,46,555
193,2020-04-05,W.P. Kuala Lumpur,3426,631,3393,8,16,24,3,13,16,278,30,1039
194,2020-04-05,W.P. Labuan,122,15,115,1,0,1,0,0,0,0,4,61
195,2020-04-06,Johor,2646,586,2579,3,19,22,13,27,40,245,57,22
196,2020-04-06,Kedah,1218,176,1183,0,1,1,2,0,2,28,1,522
197,2020-04-06,Kelantan,1614,309,1570,1,0,1,5,12,17,50,8,683
198,2020-04-06,Melaka,1091,158,1039,0,14,14,0,1,1,89,8,527
199,2020-04-06,Negeri Sembilan,1223,262,1205,3,19,22,1,17,18,112,4,493
200,2020-04-06,Pahang,1669,504,1622,15,6,21,6,7,13,91,31,547
201,2020-04-06,Perak,2619,326,2551,9,0,9,4,13,17,97,37,1120
202,2020-04-06,Perlis,508,12,495,0,0,0,0,0,0,2,4,227
203,2020-04-06,Pulau Pinang,1158,86,1132,0,0,0,0,2,2,18,0,429
204,2020-04-06,Sabah,2554,714,2478,10,8,18,11,10,21,178,89,1068
205,2020-04-06,Sarawak,2390,418,2327,20,18,38,18,7,25,104,67,1056
206,2020-04-06,Selangor,887,476,783,13,39,52,29,68,97,302,49,30
207,2020-04-06,Terengganu,1232,260,1209,3,12,15,14,5,19,71,43,608
208,2020-04-06,W.P. Kuala Lumpur,3426,646,3393,17,17,34,8,19,27,295,41,1066
209,2020-04-06,W.P. Labuan,122,15,115,1,0,1,1,0,1,0,4,57
210,2020-04-07,Johor,2646,586,2579,8,29,37,4,19,23,253,64,11
211,2020-04-07,Kedah,1218,170,1183,0,7,7,0,4,4,31,1,536
212,2020-04-07,Kelantan,1614,309,1570,9,3,12,3,7,10,46,14,693
213,2020-04-07,Melaka,1091,158,1039,1,9,10,0,1,1,78,9,568
214,2020-04-07,Negeri Sembilan,1223,430,1205,1,23,24,0,11,11,124,1,492
215,2020-04-07,Pahang,1669,504,1622,8,3,11,2,9,11,87,29,590
216,2020-04-07,Perak,2619,323,2551,6,19,25,5,18,23,98,38,1132
217,2020-04-07,Perlis,508,12,495,1,3,4,1,0,1,5,4,225
218,2020-04-07,Pulau Pinang,1158,86,1132,2,1,3,1,2,3,17,1,469
219,2020-04-07,Sabah,2554,639,2478,7,1,8,10,24,34,117,77,1083
220,2020-04-07,Sarawak,2390,418,2327,16,17,33,14,6,20,104,68,1120
221,2020-04-07,Selangor,887,476,783,31,34,65,7,60,67,273,59,44
222,2020-04-07,Terengganu,1232,246,1209,5,8,13,13,7,20,69,33,607
223,2020-04-07,W.P. Kuala Lumpur,3426,735,3393,9,12,21,6,5,11,279,46,1090
224,2020-04-07,W.P. Labuan,122,15,115,0,0,0,1,0,1,0,3,53
225,2020-04-08,Johor,2646,586,2579,5,18,23,6,14,20,247,62,11
226,2020-04-08,Kedah,1218,170,1183,2,4,6,0,10,10,25,3,556
227,2020-04-08,Kelantan,1614,309,1570,3,3,6,9,14,23,35,8,724
228,2020-04-08,Melaka,1091,158,1039,1,9,10,0,1,1,78,9,570
229,2020-04-08,Negeri Sembilan,1223,430,1205,2,8,10,0,22,22,108,3,504
230,2020-04-08,Pahang,1669,504,1622,3,3,6,6,7,13,87,28,640
231,2020-04-08,Perak,2619,323,2551,2,3,5,1,7,8,95,15,747
232,2020-04-08,Perlis,508,12,495,0,0,0,0,0,0,5,4,213
233,2020-04-08,Pulau Pinang,1158,86,1132,0,6,6,0,4,4,20,1,465
234,2020-04-08,Sabah,2554,639,2478,10,5,15,6,3,9,117,71,1132
235,2020-04-08,Sarawak,2390,418,2327,15,9,24,8,9,17,81,69,1085
236,2020-04-08,Selangor,887,476,783,32,64,96,23,41,64,268,85,62
237,2020-04-08,Terengganu,1232,247,1209,5,7,12,3,5,8,74,40,617
238,2020-04-08,W.P. Kuala Lumpur,3560,665,3527,9,10,19,6,41,47,254,43,1124
239,2020-04-08,W.P. Labuan,122,15,115,0,0,0,1,0,1,0,2,54
240,2020-04-09,Johor,2646,586,2579,8,12,20,6,27,33,236,64,12
241,2020-04-09,Kedah,1218,170,1183,2,0,2,1,4,5,23,2,544
242,2020-04-09,Kelantan,1614,309,1570,5,1,6,1,3,4,33,12,736
243,2020-04-09,Melaka,1091,158,1039,2,10,12,1,1,2,87,5,552
244,2020-04-09,Negeri Sembilan,1223,430,1205,1,11,12,0,12,12,100,5,506
245,2020-04-09,Pahang,1669,504,1622,4,13,17,4,7,11,90,25,676
246,2020-04-09,Perak,2619,323,2549,2,4,6,3,15,18,84,14,1164
247,2020-04-09,Perlis,508,12,495,0,0,0,0,0,0,5,3,231
248,2020-04-09,Pulau Pinang,1158,86,1132,2,0,2,1,2,3,18,2,470
249,2020-04-09,Sabah,2554,639,2478,10,2,12,11,10,21,106,82,1102
250,2020-04-09,Sarawak,2390,418,2327,13,16,29,13,4,17,90,59,1087
251,2020-04-09,Selangor,887,476,783,49,53,102,25,39,64,259,119,58
252,2020-04-09,Terengganu,1232,247,1209,2,4,6,4,3,7,75,38,604
253,2020-04-09,W.P. Kuala Lumpur,3558,725,3525,6,18,24,12,29,41,252,35,1135
254,2020-04-09,W.P. Labuan,122,15,115,1,0,1,0,0,0,0,3,59
255,2020-04-10,Johor,2646,586,2579,13,10,23,12,44,56,198,59,13
256,2020-04-10,Kedah,1218,170,1183,1,0,1,1,0,1,23,2,525
257,2020-04-10,Kelantan,1614,309,1570,4,1,5,3,7,10,27,13,706
258,2020-04-10,Melaka,1091,158,1039,2,4,6,1,2,3,68,5,599
259,2020-04-10,Negeri Sembilan,1223,430,1205,0,12,12,0,17,17,91,4,510
260,2020-04-10,Pahang,1669,497,1622,2,4,6,2,7,9,87,25,662
261,2020-04-10,Perak,2619,323,2549,2,1,3,5,13,18,72,13,1238
262,2020-04-10,Perlis,508,12,495,0,0,0,0,0,0,5,2,223
263,2020-04-10,Pulau Pinang,1158,86,1132,0,1,1,2,4,6,18,0,460
264,2020-04-10,Sabah,2554,681,2478,10,2,12,9,7,16,100,91,1199
265,2020-04-10,Sarawak,2390,418,2327,8,0,8,7,1,8,34,38,700
266,2020-04-10,Selangor,887,552,783,56,39,95,43,33,76,261,115,58
267,2020-04-10,Terengganu,1232,247,1209,8,7,15,10,3,13,79,36,600
268,2020-04-10,W.P. Kuala Lumpur,3558,725,3525,4,9,13,2,22,24,239,29,1131
269,2020-04-10,W.P. Labuan,122,15,115,1,0,1,1,0,1,0,3,66
270,2020-04-11,Johor,2646,586,2579,7,16,23,10,13,23,192,43,12
271,2020-04-11,Kedah,1218,170,1183,2,0,2,1,4,5,19,3,506
272,2020-04-11,Kelantan,1614,309,1570,2,2,4,5,7,12,20,10,691
273,2020-04-11,Melaka,1091,158,1039,1,11,12,2,3,5,57,3,689
274,2020-04-11,Negeri Sembilan,1223,430,1205,1,20,21,2,5,7,103,3,487
275,2020-04-11,Pahang,1669,497,1622,15,29,44,7,7,14,109,33,590
276,2020-04-11,Perak,2619,323,2549,3,2,5,1,4,5,67,13,1108
277,2020-04-11,Perlis,508,12,495,0,0,0,0,0,0,5,2,223
278,2020-04-11,Pulau Pinang,1158,86,1132,0,5,5,0,5,5,21,0,443
279,2020-04-11,Sabah,2554,681,2478,3,1,4,8,4,12,97,86,1093
280,2020-04-11,Sarawak,2390,418,2327,11,15,26,23,0,23,95,68,1079
281,2020-04-11,Selangor,887,552,783,40,65,105,34,31,65,275,122,61
282,2020-04-11,Terengganu,1232,247,1209,0,3,3,6,1,7,81,30,605
283,2020-04-11,W.P. Kuala Lumpur,3558,725,3525,7,15,22,3,22,25,231,19,1077
284,2020-04-11,W.P. Labuan,122,15,115,1,0,1,1,0,1,0,3,67
285,2020-04-12,Johor,2646,586,2579,14,12,26,7,18,25,186,35,15
286,2020-04-12,Kedah,1218,170,1183,0,0,0,0,2,2,19,1,543
287,2020-04-12,Kelantan,1614,309,1570,4,0,4,3,2,5,19,11,709
288,2020-04-12,Melaka,1091,158,1039,3,9,12,1,3,4,67,3,699
289,2020-04-12,Negeri Sembilan,1223,430,1205,1,6,7,1,12,13,92,2,498
290,2020-04-12,Pahang,1669,497,1622,3,9,12,8,2,10,116,28,588
291,2020-04-12,Perak,2619,323,2549,1,0,1,6,3,9,64,8,1086
292,2020-04-12,Perlis,508,12,495,0,0,0,0,0,0,5,2,220
293,2020-04-12,Pulau Pinang,1158,86,1132,3,2,5,0,1,1,22,3,428
294,2020-04-12,Sabah,2554,563,2478,6,12,18,10,5,15,100,77,1085
295,2020-04-12,Sarawak,2390,418,2327,7,9,16,14,1,15,95,59,1061
296,2020-04-12,Selangor,887,552,783,62,28,90,52,47,99,230,144,61
297,2020-04-12,Terengganu,1232,247,1209,1,1,2,3,5,8,80,27,619
298,2020-04-12,W.P. Kuala Lumpur,3558,725,3525,9,44,53,0,9,9,267,25,1198
299,2020-04-12,W.P. Labuan,122,15,115,1,0,1,1,0,1,0,3,63
300,2020-04-13,Johor,2646,586,2579,17,24,41,6,28,34,186,42,14
301,2020-04-13,Kedah,1218,170,1183,0,0,0,0,2,2,14,2,576
302,2020-04-13,Kelantan,1614,309,1570,1,2,3,3,3,6,18,10,785
303,2020-04-13,Melaka,1091,158,1039,3,1,4,1,0,1,68,5,547
304,2020-04-13,Negeri Sembilan,1223,430,1205,1,3,4,0,10,10,85,4,470
305,2020-04-13,Pahang,1669,497,1622,11,0,11,3,2,5,114,36,612
306,2020-04-13,Perak,2619,323,2549,1,4,5,1,7,8,61,8,1144
307,2020-04-13,Perlis,508,12,495,0,0,0,0,0,0,5,2,220
308,2020-04-13,Pulau Pinang,1158,86,1132,3,0,3,1,0,1,21,3,453
309,2020-04-13,Sabah,2554,563,2478,5,7,12,8,7,15,99,67,1087
310,2020-04-13,Sarawak,2390,418,2327,13,7,20,13,1,14,86,60,1054
311,2020-04-13,Selangor,887,552,783,30,57,87,21,40,61,242,140,60
312,2020-04-13,Terengganu,1232,247,1209,1,8,9,4,4,8,83,25,581
313,2020-04-13,W.P. Kuala Lumpur,3558,725,3525,3,6,9,4,42,46,229,25,1120
314,2020-04-13,W.P. Labuan,122,13,115,1,0,1,0,0,0,0,4,79
315,2020-04-14,Johor,2646,586,2579,33,17,50,3,13,16,187,71,14
316,2020-04-14,Kedah,1218,170,1183,0,0,0,0,1,1,14,1,597
317,2020-04-14,Kelantan,1614,309,1570,1,0,1,3,1,4,17,9,814
318,2020-04-14,Melaka,1091,158,1039,2,1,3,1,1,2,67,6,533
319,2020-04-14,Negeri Sembilan,1223,430,1205,0,40,40,1,13,14,106,2,489
320,2020-04-14,Pahang,1669,497,1622,3,10,13,2,6,8,118,37,620
321,2020-04-14,Perak,2619,323,2549,0,3,3,2,19,21,45,6,1169
322,2020-04-14,Perlis,508,12,495,1,0,1,0,0,0,5,3,236
323,2020-04-14,Pulau Pinang,1158,86,1132,0,3,3,0,5,5,19,4,483
324,2020-04-14,Sabah,2554,515,2478,11,14,25,9,5,14,101,72,1108
325,2020-04-14,Sarawak,2390,418,2327,9,11,20,11,0,11,88,62,1095
326,2020-04-14,Selangor,887,552,783,17,42,59,31,24,55,213,149,60
327,2020-04-14,Terengganu,1232,247,1209,2,2,4,3,3,6,82,21,605
328,2020-04-14,W.P. Kuala Lumpur,3558,725,3525,4,5,9,4,31,35,198,13,1140
329,2020-04-14,W.P. Labuan,122,13,115,0,0,0,0,0,0,0,4,72
330,2020-04-15,Johor,2646,586,2579,16,19,35,14,0,14,203,72,14
331,2020-04-15,Kedah,1218,170,1183,0,1,1,0,0,0,16,1,607
332,2020-04-15,Kelantan,1614,309,1570,1,0,1,1,6,7,11,9,789
333,2020-04-15,Melaka,1091,158,1039,2,2,4,0,4,4,95,11,679
334,2020-04-15,Negeri Sembilan,1223,430,1205,0,11,11,0,5,5,103,2,536
335,2020-04-15,Pahang,1669,497,1622,3,1,4,17,8,25,111,23,663
