,date,state,checkins,unique_ind,unique_loc
2767,2021-05-22,W.P. Putrajaya,165835,100233,2008
2768,2021-05-23,Johor,1902590,869255,73012
2769,2021-05-23,Kedah,685710,363992,33588
2770,2021-05-23,Kelantan,277493,154811,22350
2771,2021-05-23,Melaka,405221,201687,15400
2772,2021-05-23,Negeri Sembilan,501542,249245,17805
2773,2021-05-23,Pahang,611995,279016,23469
2774,2021-05-23,Perak,770013,396192,30931
2775,2021-05-23,Perlis,139886,82047,5975
2776,2021-05-23,Pulau Pinang,1003029,478801,31739
2777,2021-05-23,Sabah,1368501,495544,39107
2778,2021-05-23,Sarawak,1214515,486455,33010
2779,2021-05-23,Selangor,3896418,1859061,99434
2780,2021-05-23,Terengganu,322510,166491,20362
2781,2021-05-23,W.P. KualaLumpur,2884550,1372872,60980
2782,2021-05-23,W.P. Labuan,60263,25446,1393
2783,2021-05-23,W.P. Putrajaya,158651,98751,1746
2784,2021-05-24,Johor,1980486,935377,97463
2785,2021-05-24,Kedah,684232,373271,37382
2786,2021-05-24,Kelantan,273550,153605,23050
2787,2021-05-24,Melaka,510532,248125,24686
2788,2021-05-24,Negeri Sembilan,605858,301831,27942
2789,2021-05-24,Pahang,643552,298669,33088
2790,2021-05-24,Perak,1029131,492484,49797
2791,2021-05-24,Perlis,198342,119944,10165
2792,2021-05-24,Pulau Pinang,1313495,606361,53337
2793,2021-05-24,Sabah,1496917,540086,56705
2794,2021-05-24,Sarawak,1351069,555153,54074
2795,2021-05-24,Selangor,4437188,2164218,166550
2796,2021-05-24,Terengganu,313286,164127,20648
2797,2021-05-24,W.P. KualaLumpur,3481084,1630909,101604
2798,2021-05-24,W.P. Labuan,76908,29782,2259
2799,2021-05-24,W.P. Putrajaya,177547,107977,3090
2800,2021-05-25,Johor,1969606,936723,99185
2801,2021-05-25,Kedah,659689,363199,37627
2802,2021-05-25,Kelantan,257288,145841,23059
2803,2021-05-25,Melaka,485588,239073,24654
2804,2021-05-25,Negeri Sembilan,580131,290091,27988
2805,2021-05-25,Pahang,637759,294866,33115
2806,2021-05-25,Perak,1004842,484508,50557
2807,2021-05-25,Perlis,186695,114792,10160
2808,2021-05-25,Pulau Pinang,1281174,594825,53556
2809,2021-05-25,Sabah,1485906,536947,57594
2810,2021-05-25,Sarawak,1375383,552283,54615
2811,2021-05-25,Selangor,4331492,2103853,169111
2812,2021-05-25,Terengganu,297026,157845,20771
2813,2021-05-25,W.P. KualaLumpur,3286014,1557721,101962
2814,2021-05-25,W.P. Labuan,67384,27438,2190
2815,2021-05-25,W.P. Putrajaya,156672,96817,3056
2816,2021-05-26,Johor,1691191,856443,86277
2817,2021-05-26,Kedah,566032,320832,33360
2818,2021-05-26,Kelantan,210000,123611,20127
2819,2021-05-26,Melaka,396020,206373,20705
2820,2021-05-26,Negeri Sembilan,494278,255063,23600
2821,2021-05-26,Pahang,500228,249561,27801
2822,2021-05-26,Perak,821076,423620,43981
2823,2021-05-26,Perlis,151136,94077,8614
2824,2021-05-26,Pulau Pinang,1008391,502852,43356
2825,2021-05-26,Sabah,1162486,459714,44117
2826,2021-05-26,Sarawak,1091989,461045,37498
2827,2021-05-26,Selangor,3565404,1800386,129384
2828,2021-05-26,Terengganu,238937,133572,17636
2829,2021-05-26,W.P. KualaLumpur,2514768,1261477,74082
2830,2021-05-26,W.P. Labuan,24179,13651,1101
2831,2021-05-26,W.P. Putrajaya,120096,76379,1896
2832,2021-05-27,Johor,1263042,741740,89214
2833,2021-05-27,Kedah,391549,250836,31779
2834,2021-05-27,Kelantan,177638,111360,20314
2835,2021-05-27,Melaka,314874,183759,22130
2836,2021-05-27,Negeri Sembilan,375514,218660,25187
2837,2021-05-27,Pahang,429936,231543,30171
2838,2021-05-27,Perak,617653,356099,43926
2839,2021-05-27,Perlis,111915,79282,8703
2840,2021-05-27,Pulau Pinang,663032,406693,45859
2841,2021-05-27,Sabah,939878,424766,52746
2842,2021-05-27,Sarawak,881011,436769,50253
2843,2021-05-27,Selangor,2518228,1499230,151461
2844,2021-05-27,Terengganu,199298,120379,18145
2845,2021-05-27,W.P. KualaLumpur,1969428,1114198,93061
2846,2021-05-27,W.P. Labuan,32182,17138,1648
2847,2021-05-27,W.P. Putrajaya,104425,68674,2970
2848,2021-05-28,Johor,749847,540060,70922
2849,2021-05-28,Kedah,213587,158625,19141
2850,2021-05-28,Kelantan,67635,50137,7943
2851,2021-05-28,Melaka,185214,132317,18267
2852,2021-05-28,Negeri Sembilan,217132,153301,20838
2853,2021-05-28,Pahang,245107,162766,24538
2854,2021-05-28,Perak,411349,274545,37384
2855,2021-05-28,Perlis,73588,59961,6949
2856,2021-05-28,Pulau Pinang,516311,354516,41081
2857,2021-05-28,Sabah,541164,317037,46505
2858,2021-05-28,Sarawak,606406,361183,45436
2859,2021-05-28,Selangor,1563311,1105520,130951
2860,2021-05-28,Terengganu,80708,56380,6761
2861,2021-05-28,W.P. KualaLumpur,1203312,797129,81614
2862,2021-05-28,W.P. Labuan,20018,12500,1454
2863,2021-05-28,W.P. Putrajaya,62931,46462,2687
2864,2021-05-29,Johor,636596,464382,58077
2865,2021-05-29,Kedah,197589,146042,20053
2866,2021-05-29,Kelantan,75708,57391,11818
2867,2021-05-29,Melaka,135302,99027,13294
2868,2021-05-29,Negeri Sembilan,165344,118491,15696
2869,2021-05-29,Pahang,185820,125392,18783
2870,2021-05-29,Perak,332798,223190,28849
2871,2021-05-29,Perlis,55788,44470,5454
2872,2021-05-29,Pulau Pinang,402013,278803,30769
2873,2021-05-29,Sabah,348921,223524,36800
2874,2021-05-29,Sarawak,324957,216236,29878
2875,2021-05-29,Selangor,1209261,854128,94360
2876,2021-05-29,Terengganu,94861,67438,10581
2877,2021-05-29,W.P. KualaLumpur,835206,572818,55834
2878,2021-05-29,W.P. Labuan,14623,9592,1035
2879,2021-05-29,W.P. Putrajaya,38376,31246,1452
2880,2021-05-30,Johor,426804,326640,38082
2881,2021-05-30,Kedah,145023,115422,16440
2882,2021-05-30,Kelantan,64736,54310,11211
2883,2021-05-30,Melaka,78983,59525,7272
2884,2021-05-30,Negeri Sembilan,92606,70314,8773
2885,2021-05-30,Pahang,97653,70791,10946
2886,2021-05-30,Perak,186501,134078,16087
2887,2021-05-30,Perlis,30834,25439,2951
2888,2021-05-30,Pulau Pinang,235025,169996,16590
2889,2021-05-30,Sabah,188697,131134,21814
2890,2021-05-30,Sarawak,185214,126402,15099
2891,2021-05-30,Selangor,622682,460086,49337
2892,2021-05-30,Terengganu,68455,55670,9725
2893,2021-05-30,W.P. KualaLumpur,431177,313343,29638
2894,2021-05-30,W.P. Labuan,7932,5329,604
2895,2021-05-30,W.P. Putrajaya,20273,17044,946
2896,2021-05-31,Johor,1616258,587751,73606
2897,2021-05-31,Kedah,527497,196238,25737
2898,2021-05-31,Kelantan,222935,83207,16003
2899,2021-05-31,Melaka,398517,142247,17921
2900,2021-05-31,Negeri Sembilan,462367,163069,20773
2901,2021-05-31,Pahang,519113,172006,24358
2902,2021-05-31,Perak,820433,275985,35844
2903,2021-05-31,Perlis,163330,64652,7294
2904,2021-05-31,Pulau Pinang,1079622,365177,40423
2905,2021-05-31,Sabah,672278,197049,31368
2906,2021-05-31,Sarawak,873368,271802,33239
2907,2021-05-31,Selangor,3161802,1130703,128387
2908,2021-05-31,Terengganu,223018,80531,12663
2909,2021-05-31,W.P. KualaLumpur,2381669,802966,79179
2910,2021-05-31,W.P. Labuan,26282,8081,807
2911,2021-05-31,W.P. Putrajaya,134251,50021,2629
2912,2021-06-01,Johor,1449297,773033,60588
2913,2021-06-01,Kedah,515901,298701,25010
2914,2021-06-01,Kelantan,189782,113927,15922
2915,2021-06-01,Melaka,331769,182566,14675
2916,2021-06-01,Negeri Sembilan,432374,233272,17422
2917,2021-06-01,Pahang,515016,251371,24582
2918,2021-06-01,Perak,853989,425285,37283
2919,2021-06-01,Perlis,143997,90648,7011
2920,2021-06-01,Pulau Pinang,954533,483323,34378
2921,2021-06-01,Sabah,600857,282797,30526
2922,2021-06-01,Sarawak,568215,286523,19972
2923,2021-06-01,Selangor,3208230,1662395,102754
2924,2021-06-01,Terengganu,216905,123107,13982
2925,2021-06-01,W.P. KualaLumpur,2259285,1180737,57351
2926,2021-06-01,W.P. Labuan,27713,13811,1004
2927,2021-06-01,W.P. Putrajaya,108259,69873,2125
2928,2021-06-02,Johor,1596713,833763,65917
2929,2021-06-02,Kedah,581817,329620,27463
2930,2021-06-02,Kelantan,217742,128245,17187
2931,2021-06-02,Melaka,378414,203240,16222
2932,2021-06-02,Negeri Sembilan,473614,251725,18824
2933,2021-06-02,Pahang,571087,272688,26322
2934,2021-06-02,Perak,899094,446449,39628
2935,2021-06-02,Perlis,160307,99158,7625
2936,2021-06-02,Pulau Pinang,1030469,515700,36940
2937,2021-06-02,Sabah,963700,408648,41850
2938,2021-06-02,Sarawak,678928,331821,23079
2939,2021-06-02,Selangor,3484967,1793199,112280
2940,2021-06-02,Terengganu,247001,136644,14744
2941,2021-06-02,W.P. KualaLumpur,2414815,1273956,61877
2942,2021-06-02,W.P. Labuan,37270,18098,1344
2943,2021-06-02,W.P. Putrajaya,117859,75981,2219
2944,2021-06-03,Johor,1683962,860089,68357
2945,2021-06-03,Kedah,587025,333402,28464
2946,2021-06-03,Kelantan,231702,135029,17957
2947,2021-06-03,Melaka,386095,204938,16792
2948,2021-06-03,Negeri Sembilan,479862,255426,19111
2949,2021-06-03,Pahang,589998,279827,26848
2950,2021-06-03,Perak,916039,454032,40489
2951,2021-06-03,Perlis,167654,102797,7890
2952,2021-06-03,Pulau Pinang,1052817,524673,37811
2953,2021-06-03,Sabah,1002738,418582,43250
2954,2021-06-03,Sarawak,970609,444948,39164
2955,2021-06-03,Selangor,3537662,1823644,115528
2956,2021-06-03,Terengganu,259977,142582,15211
2957,2021-06-03,W.P. KualaLumpur,2466363,1296517,63191
2958,2021-06-03,W.P. Labuan,36675,18068,1333
2959,2021-06-03,W.P. Putrajaya,120152,76273,2252
2960,2021-06-04,Johor,1653477,846022,65630
2961,2021-06-04,Kedah,532535,309123,22795
2962,2021-06-04,Kelantan,163586,102074,11405
2963,2021-06-04,Melaka,396169,209979,16836
2964,2021-06-04,Negeri Sembilan,495191,261199,19310
2965,2021-06-04,Pahang,585756,278305,26299
2966,2021-06-04,Perak,942645,464205,40408
2967,2021-06-04,Perlis,175796,106482,7873
2968,2021-06-04,Pulau Pinang,1093660,539176,38304
2969,2021-06-04,Sabah,1034793,427099,44296
2970,2021-06-04,Sarawak,1003575,454297,39755
2971,2021-06-04,Selangor,3564941,1839509,113750
2972,2021-06-04,Terengganu,177451,105563,9105
2973,2021-06-04,W.P. KualaLumpur,2500413,1312732,62679
2974,2021-06-04,W.P. Labuan,34265,17238,1276
2975,2021-06-04,W.P. Putrajaya,124595,79359,2275
2976,2021-06-05,Johor,1733481,865359,63960
2977,2021-06-05,Kedah,591194,328431,26685
2978,2021-06-05,Kelantan,225107,129306,16820
2979,2021-06-05,Melaka,384028,200599,15405
2980,2021-06-05,Negeri Sembilan,488127,253469,17336
2981,2021-06-05,Pahang,557662,263742,23642
2982,2021-06-05,Perak,961895,465803,37166
2983,2021-06-05,Perlis,166983,98461,7105
2984,2021-06-05,Pulau Pinang,1034069,509851,33838
2985,2021-06-05,Sabah,946535,392826,39011
2986,2021-06-05,Sarawak,941613,429458,34032
2987,2021-06-05,Selangor,3661682,1842435,99283
2988,2021-06-05,Terengganu,248092,135075,13383
2989,2021-06-05,W.P. KualaLumpur,2437086,1282501,53107
2990,2021-06-05,W.P. Labuan,30951,15548,1037
2991,2021-06-05,W.P. Putrajaya,113643,75500,1498
2992,2021-06-06,Johor,1684369,842303,57495
2993,2021-06-06,Kedah,644259,352085,28327
2994,2021-06-06,Kelantan,259205,147391,19632
2995,2021-06-06,Melaka,325148,177073,11728
2996,2021-06-06,Negeri Sembilan,416788,223932,13634
2997,2021-06-06,Pahang,457330,232297,18262
2998,2021-06-06,Perak,843842,424314,28811
2999,2021-06-06,Perlis,137938,81425,5483
3000,2021-06-06,Pulau Pinang,901191,459255,26356
3001,2021-06-06,Sabah,804755,344203,29713
3002,2021-06-06,Sarawak,775740,373174,23039
3003,2021-06-06,Selangor,3219996,1660887,76066
3004,2021-06-06,Terengganu,278120,151233,16103
3005,2021-06-06,W.P. KualaLumpur,2156119,1177981,41988
3006,2021-06-06,W.P. Labuan,25291,13088,763
3007,2021-06-06,W.P. Putrajaya,108296,71879,1338
3008,2021-06-07,Johor,1450151,750795,54549
3009,2021-06-07,Kedah,547393,308660,24533
3010,2021-06-07,Kelantan,204200,121698,16114
3011,2021-06-07,Melaka,324777,177725,13083
3012,2021-06-07,Negeri Sembilan,429558,230403,15280
3013,2021-06-07,Pahang,496549,246253,20918
3014,2021-06-07,Perak,856425,427366,32990
3015,2021-06-07,Perlis,146770,85131,6403
3016,2021-06-07,Pulau Pinang,913082,463293,29138
3017,2021-06-07,Sabah,810406,347736,33534
3018,2021-06-07,Sarawak,828412,393464,26436
3019,2021-06-07,Selangor,3125625,1632710,83638
3020,2021-06-07,Terengganu,229269,129250,13239
3021,2021-06-07,W.P. KualaLumpur,2136762,1168073,46114
3022,2021-06-07,W.P. Labuan,25956,13374,854
3023,2021-06-07,W.P. Putrajaya,106959,70919,1413
3024,2021-06-08,Johor,1981201,971861,74627
3025,2021-06-08,Kedah,689472,381134,31505
3026,2021-06-08,Kelantan,268430,153219,20431
3027,2021-06-08,Melaka,443899,231072,18343
3028,2021-06-08,Negeri Sembilan,544737,282683,20412
3029,2021-06-08,Pahang,682568,313764,28430
3030,2021-06-08,Perak,1119470,528150,43822
3031,2021-06-08,Perlis,202194,119671,8621
3032,2021-06-08,Pulau Pinang,1214759,582898,40419
3033,2021-06-08,Sabah,1116610,452418,46173
3034,2021-06-08,Sarawak,1043577,477521,41339
3035,2021-06-08,Selangor,3947320,1999852,123318
3036,2021-06-08,Terengganu,289555,157376,16713
3037,2021-06-08,W.P. KualaLumpur,2778781,1431452,67539
3038,2021-06-08,W.P. Labuan,32675,16527,1192
3039,2021-06-08,W.P. Putrajaya,131945,83869,2366
3040,2021-06-09,Johor,1912092,956143,73649
3041,2021-06-09,Kedah,668108,375379,31621
3042,2021-06-09,Kelantan,257151,148833,19920
3043,2021-06-09,Melaka,419028,223205,17840
3044,2021-06-09,Negeri Sembilan,518379,275053,20117
3045,2021-06-09,Pahang,660467,309546,28516
3046,2021-06-09,Perak,1093594,522572,43950
3047,2021-06-09,Perlis,196845,117594,8591
3048,2021-06-09,Pulau Pinang,1188562,578101,40483
3049,2021-06-09,Sabah,1159163,461719,46920
3050,2021-06-09,Sarawak,1055838,480836,41136
3051,2021-06-09,Selangor,3883693,1983095,122865
3052,2021-06-09,Terengganu,285547,156157,16677
3053,2021-06-09,W.P. KualaLumpur,2735537,1416112,67160
3054,2021-06-09,W.P. Labuan,35127,16976,1176
3055,2021-06-09,W.P. Putrajaya,126092,81602,2338
3056,2021-06-10,Johor,1887039,949960,74351
3057,2021-06-10,Kedah,619676,358319,30287
3058,2021-06-10,Kelantan,265480,152021,20022
3059,2021-06-10,Melaka,441458,231735,18414
3060,2021-06-10,Negeri Sembilan,542979,283237,20489
3061,2021-06-10,Pahang,653966,308246,28624
3062,2021-06-10,Perak,1018036,502115,43547
3063,2021-06-10,Perlis,188831,114716,8370
3064,2021-06-10,Pulau Pinang,1095207,556529,39440
3065,2021-06-10,Sabah,1137949,456476,46764
3066,2021-06-10,Sarawak,1042732,477816,40895
3067,2021-06-10,Selangor,3861570,1983910,123532
3068,2021-06-10,Terengganu,286033,156893,16499
3069,2021-06-10,W.P. KualaLumpur,2689745,1405244,67462
3070,2021-06-10,W.P. Labuan,37209,17704,1171
3071,2021-06-10,W.P. Putrajaya,128413,82125,2320
3072,2021-06-11,Johor,1829523,926473,70118
3073,2021-06-11,Kedah,598315,345642,24663
3074,2021-06-11,Kelantan,190550,117434,12321
3075,2021-06-11,Melaka,428551,228344,18162
3076,2021-06-11,Negeri Sembilan,538117,282782,20412
3077,2021-06-11,Pahang,656681,309859,28341
3078,2021-06-11,Perak,1076448,520264,43662
3079,2021-06-11,Perlis,197963,118387,8391
3080,2021-06-11,Pulau Pinang,1205095,585306,40510
3081,2021-06-11,Sabah,1094428,447488,46101
3082,2021-06-11,Sarawak,981611,463246,40170
3083,2021-06-11,Selangor,3919715,2017509,122823
3084,2021-06-11,Terengganu,194649,117350,9543
3085,2021-06-11,W.P. KualaLumpur,2747445,1429386,67439
3086,2021-06-11,W.P. Labuan,33475,16279,1138
3087,2021-06-11,W.P. Putrajaya,129917,84685,2328
3088,2021-06-12,Johor,1756834,896688,66588
3089,2021-06-12,Kedah,637625,354177,28891
3090,2021-06-12,Kelantan,249293,141809,18213
3091,2021-06-12,Melaka,393110,210153,16219
3092,2021-06-12,Negeri Sembilan,496613,264022,18228
3093,2021-06-12,Pahang,596118,285358,25403
3094,2021-06-12,Perak,1034613,500617,40507
3095,2021-06-12,Perlis,182644,106462,7540
3096,2021-06-12,Pulau Pinang,1116491,544038,35981
3097,2021-06-12,Sabah,1029683,421268,41100
3098,2021-06-12,Sarawak,1038245,469527,35297
3099,2021-06-12,Selangor,3753415,1918714,105664
3100,2021-06-12,Terengganu,271849,148345,14502
3101,2021-06-12,W.P. KualaLumpur,2476627,1320374,56327
3102,2021-06-12,W.P. Labuan,35873,16541,959
3103,2021-06-12,W.P. Putrajaya,116394,78076,1494
3104,2021-06-13,Johor,1724518,875262,59039
3105,2021-06-13,Kedah,633429,354883,28918
3106,2021-06-13,Kelantan,264410,152272,20442
3107,2021-06-13,Melaka,338908,187347,11984
3108,2021-06-13,Negeri Sembilan,441487,237943,14058
3109,2021-06-13,Pahang,493359,251174,19263
3110,2021-06-13,Perak,861784,441029,29920
3111,2021-06-13,Perlis,145356,86095,5640
3112,2021-06-13,Pulau Pinang,936686,478222,27143
3113,2021-06-13,Sabah,843628,358385,30399
3114,2021-06-13,Sarawak,883854,416972,23603
3115,2021-06-13,Selangor,3355966,1744926,78754
3116,2021-06-13,Terengganu,296525,161896,17359
3117,2021-06-13,W.P. KualaLumpur,2266414,1230016,43058
3118,2021-06-13,W.P. Labuan,35657,15807,764
3119,2021-06-13,W.P. Putrajaya,116214,78623,1342
3120,2021-06-14,Johor,1848023,947197,74148
3121,2021-06-14,Kedah,682684,381499,31731
3122,2021-06-14,Kelantan,277978,158051,20884
3123,2021-06-14,Melaka,451228,236539,18598
3124,2021-06-14,Negeri Sembilan,558744,290878,21014
3125,2021-06-14,Pahang,690094,319939,29318
3126,2021-06-14,Perak,1071524,522142,44195
3127,2021-06-14,Perlis,209007,122330,8673
3128,2021-06-14,Pulau Pinang,1180936,581692,41023
3129,2021-06-14,Sabah,1205663,478582,47682
3130,2021-06-14,Sarawak,1119882,504979,40830
3131,2021-06-14,Selangor,3839308,1993378,124766
3132,2021-06-14,Terengganu,306400,166288,17724
3133,2021-06-14,W.P. KualaLumpur,2684882,1421282,68238
3134,2021-06-14,W.P. Labuan,45209,20191,1160
3135,2021-06-14,W.P. Putrajaya,139861,88112,2381
3136,2021-06-15,Johor,1847579,954579,74773
3137,2021-06-15,Kedah,680937,384576,32138
3138,2021-06-15,Kelantan,281096,160670,21222
3139,2021-06-15,Melaka,448022,236617,18763
3140,2021-06-15,Negeri Sembilan,550441,290664,21096
3141,2021-06-15,Pahang,681469,320119,29734
3142,2021-06-15,Perak,1067990,524193,44926
3143,2021-06-15,Perlis,205724,123290,8736
3144,2021-06-15,Pulau Pinang,1142646,575993,41204
3145,2021-06-15,Sabah,1190712,476186,48132
3146,2021-06-15,Sarawak,1095813,500256,41453
3147,2021-06-15,Selangor,3965030,2046280,128283
3148,2021-06-15,Terengganu,310076,169028,18086
3149,2021-06-15,W.P. KualaLumpur,2797478,1455575,70132
3150,2021-06-15,W.P. Labuan,14605,9194,772
3151,2021-06-15,W.P. Putrajaya,139160,88220,2395
3152,2021-06-16,Johor,1949912,986821,76321
3153,2021-06-16,Kedah,699962,391616,32948
3154,2021-06-16,Kelantan,274188,157811,21068
3155,2021-06-16,Melaka,446072,238309,18861
3156,2021-06-16,Negeri Sembilan,550759,292059,21537
3157,2021-06-16,Pahang,681884,320956,30238
3158,2021-06-16,Perak,1107933,536922,46023
3159,2021-06-16,Perlis,207110,123072,8942
3160,2021-06-16,Pulau Pinang,1220006,596356,42253
3161,2021-06-16,Sabah,1155853,471745,47961
3162,2021-06-16,Sarawak,1093950,504072,41452
3163,2021-06-16,Selangor,3857555,2019609,128320
3164,2021-06-16,Terengganu,299607,165277,18152
3165,2021-06-16,W.P. KualaLumpur,2696353,1422374,70084
3166,2021-06-16,W.P. Labuan,19075,11264,819
3167,2021-06-16,W.P. Putrajaya,134562,86325,2450
3168,2021-06-17,Johor,1843009,955264,75611
3169,2021-06-17,Kedah,652658,374295,32328
3170,2021-06-17,Kelantan,272333,156962,21011
3171,2021-06-17,Melaka,441597,237372,19002
3172,2021-06-17,Negeri Sembilan,546864,290694,21560
3173,2021-06-17,Pahang,667045,317510,30304
3174,2021-06-17,Perak,1058757,524102,45716
3175,2021-06-17,Perlis,202202,121651,8931
3176,2021-06-17,Pulau Pinang,1162741,580206,42016
3177,2021-06-17,Sabah,1161141,473426,48184
3178,2021-06-17,Sarawak,1049650,491516,40885
3179,2021-06-17,Selangor,3904001,2033183,129076
3180,2021-06-17,Terengganu,305410,167028,18114
3181,2021-06-17,W.P. KualaLumpur,2694129,1417468,69920
3182,2021-06-17,W.P. Labuan,22170,12736,845
3183,2021-06-17,W.P. Putrajaya,136511,87663,2400
3184,2021-06-18,Johor,1804401,939744,70637
3185,2021-06-18,Kedah,615676,357614,25532
3186,2021-06-18,Kelantan,196641,120548,12348
3187,2021-06-18,Melaka,448482,239488,18848
3188,2021-06-18,Negeri Sembilan,550033,292908,21522
3189,2021-06-18,Pahang,673651,319332,29920
3190,2021-06-18,Perak,1113676,539995,45475
3191,2021-06-18,Perlis,206757,123543,8727
3192,2021-06-18,Pulau Pinang,1235701,601361,42266
3193,2021-06-18,Sabah,1063627,451281,47164
3194,2021-06-18,Sarawak,1082803,501920,41155
3195,2021-06-18,Selangor,4035860,2088216,128776
3196,2021-06-18,Terengganu,204485,123062,10075
3197,2021-06-18,W.P. KualaLumpur,2814418,1463812,70214
3198,2021-06-18,W.P. Labuan,21663,12435,829
3199,2021-06-18,W.P. Putrajaya,139235,90506,2387
3200,2021-06-19,Johor,1858593,945377,68451
3201,2021-06-19,Kedah,637624,359118,29485
3202,2021-06-19,Kelantan,256749,146537,18559
3203,2021-06-19,Melaka,425706,226047,17003
3204,2021-06-19,Negeri Sembilan,531503,278940,19149
3205,2021-06-19,Pahang,624878,298351,26765
3206,2021-06-19,Perak,1024821,505644,41379
3207,2021-06-19,Perlis,189065,110117,7777
3208,2021-06-19,Pulau Pinang,1130090,556353,36942
3209,2021-06-19,Sabah,1108452,448737,42499
3210,2021-06-19,Sarawak,1045562,479289,34991
3211,2021-06-19,Selangor,3945260,2019186,109783
3212,2021-06-19,Terengganu,283559,155572,15478
3213,2021-06-19,W.P. KualaLumpur,2612543,1377869,58138
3214,2021-06-19,W.P. Labuan,20527,11526,701
3215,2021-06-19,W.P. Putrajaya,125649,84060,1557
3216,2021-06-20,Johor,1748350,897631,59259
3217,2021-06-20,Kedah,591808,337885,25331
3218,2021-06-20,Kelantan,285579,162786,21090
3219,2021-06-20,Melaka,348312,193715,12150
3220,2021-06-20,Negeri Sembilan,449542,244671,14083
3221,2021-06-20,Pahang,524868,265414,20096
3222,2021-06-20,Perak,917746,468495,30535
3223,2021-06-20,Perlis,157705,92376,5748
3224,2021-06-20,Pulau Pinang,974974,495657,27465
3225,2021-06-20,Sabah,920175,385883,31250
3226,2021-06-20,Sarawak,972185,449449,23635
3227,2021-06-20,Selangor,3314634,1768921,77552
3228,2021-06-20,Terengganu,315152,173072,18401
3229,2021-06-20,W.P. KualaLumpur,2189049,1225033,42159
3230,2021-06-20,W.P. Labuan,18342,10426,557
3231,2021-06-20,W.P. Putrajaya,116979,79499,1376
3232,2021-06-21,Johor,1932909,989463,76011
3233,2021-06-21,Kedah,660036,375151,31698
3234,2021-06-21,Kelantan,268468,156722,20984
3235,2021-06-21,Melaka,457898,243033,19001
3236,2021-06-21,Negeri Sembilan,566682,300119,21734
3237,2021-06-21,Pahang,708081,331584,30790
3238,2021-06-21,Perak,1120791,545791,46159
3239,2021-06-21,Perlis,208360,125431,8888
3240,2021-06-21,Pulau Pinang,1205949,595705,42141
3241,2021-06-21,Sabah,1172401,477765,48731
3242,2021-06-21,Sarawak,1065058,501941,40927
3243,2021-06-21,Selangor,4000032,2078765,128666
3244,2021-06-21,Terengganu,300547,167808,18571
3245,2021-06-21,W.P. KualaLumpur,2799359,1457585,70171
3246,2021-06-21,W.P. Labuan,24834,13985,858
3247,2021-06-21,W.P. Putrajaya,140870,90873,2389
3248,2021-06-22,Johor,1947636,996411,76713
3249,2021-06-22,Kedah,687791,391561,33121
3250,2021-06-22,Kelantan,263887,154282,20867
3251,2021-06-22,Melaka,455014,243776,19119
3252,2021-06-22,Negeri Sembilan,556111,296437,21756
3253,2021-06-22,Pahang,682506,326040,30847
3254,2021-06-22,Perak,1121603,546725,46815
3255,2021-06-22,Perlis,211292,126753,9009
3256,2021-06-22,Pulau Pinang,1242560,607048,42905
3257,2021-06-22,Sabah,1161415,476432,48895
3258,2021-06-22,Sarawak,1062032,502514,41224
3259,2021-06-22,Selangor,3992130,2081522,130514
3260,2021-06-22,Terengganu,299083,167448,18443
3261,2021-06-22,W.P. KualaLumpur,2799161,1460728,70628
3262,2021-06-22,W.P. Labuan,23691,13459,869
3263,2021-06-22,W.P. Putrajaya,136564,88265,2411
3264,2021-06-23,Johor,1975571,1005868,77331
3265,2021-06-23,Kedah,681199,391266,33302
3266,2021-06-23,Kelantan,263702,155059,20975
3267,2021-06-23,Melaka,459732,246236,19366
3268,2021-06-23,Negeri Sembilan,561613,299064,22080
3269,2021-06-23,Pahang,685192,327969,31191
3270,2021-06-23,Perak,1112435,546529,47026
3271,2021-06-23,Perlis,204901,124855,8987
3272,2021-06-23,Pulau Pinang,1240127,606805,42934
3273,2021-06-23,Sabah,1186136,484278,49698
3274,2021-06-23,Sarawak,1058063,503115,41157
3275,2021-06-23,Selangor,4029903,2100326,131473
3276,2021-06-23,Terengganu,298552,167666,18621
3277,2021-06-23,W.P. KualaLumpur,2809754,1466069,71595
3278,2021-06-23,W.P. Labuan,25500,14277,922
3279,2021-06-23,W.P. Putrajaya,136545,88203,2446
3280,2021-06-24,Johor,1863319,973374,77018
3281,2021-06-24,Kedah,676592,389339,33245
3282,2021-06-24,Kelantan,271236,158444,21082
3283,2021-06-24,Melaka,454542,245195,19432
3284,2021-06-24,Negeri Sembilan,550356,296072,22049
3285,2021-06-24,Pahang,668775,323936,31143
3286,2021-06-24,Perak,1107200,543963,47254
3287,2021-06-24,Perlis,207573,125686,8985
3288,2021-06-24,Pulau Pinang,1224103,602334,43084
3289,2021-06-24,Sabah,1172377,481489,49545
3290,2021-06-24,Sarawak,1054789,501955,40873
3291,2021-06-24,Selangor,3967411,2079995,131156
3292,2021-06-24,Terengganu,310289,171272,18865
3293,2021-06-24,W.P. KualaLumpur,2769241,1450768,71039
3294,2021-06-24,W.P. Labuan,25595,14195,939
3295,2021-06-24,W.P. Putrajaya,134198,87377,2418
3296,2021-06-25,Johor,1847833,960767,72343
3297,2021-06-25,Kedah,589014,351138,25323
3298,2021-06-25,Kelantan,191922,118979,12269
3299,2021-06-25,Melaka,457263,243816,19061
3300,2021-06-25,Negeri Sembilan,541396,292907,21642
3301,2021-06-25,Pahang,663470,320130,30013
